,0,1,2,3,4,5
Gm37634,0,0,1,0,0,0
Cenpl,6,4,4,3,4,2
Klhl20,10,11,24,23,15,9
Ankrd45,0,0,0,0,1,1
Prdx6,128,109,204,182,152,180
Tnfsf18,0,0,0,0,1,0
Suco,27,17,29,58,42,34
4930558K02Rik,0,0,1,0,1,0
Pigc,18,16,19,27,25,19
Gm38304,1,0,0,0,0,0
Dnm3,204,111,273,293,257,222
2810442N19Rik,0,0,1,0,1,0
Dnm3os,5,2,4,4,6,2
Mettl13,8,7,13,15,11,5
Vamp4,43,35,70,62,58,67
Prrc2c,154,97,237,281,239,169
Fmo1,0,2,0,2,1,0
Fmo2,0,0,0,1,0,0
Prrx1,73,52,97,98,86,92
Gm26523,12,10,21,9,13,18
Gorab,8,9,21,14,25,20
Mettl11b,0,0,1,0,0,0
Kifap3,106,74,162,105,159,135
Scyl3,9,5,24,14,11,6
BC055324,0,2,2,1,2,1
Mettl18,4,2,6,6,0,2
Sell,0,2,0,0,0,0
F5,0,0,0,1,0,0
Slc19a2,4,4,9,5,7,2
Ccdc181,8,8,9,9,6,9
Blzf1,18,13,31,21,15,18
Nme7,6,4,8,8,13,8
Atp1b1,55,45,98,63,64,77
Sft2d2,12,10,11,25,16,2
Tiprl,40,21,46,68,69,57
Gpr161,6,10,24,13,13,10
Dcaf6,13,8,33,22,23,16
Mpc2,149,88,205,226,181,177
Adcy10,2,4,2,3,2,2
Mpzl1,142,114,255,401,380,239
Rcsd1,4,1,1,7,9,1
Creg1,61,40,56,52,55,56
Pou2f1,37,21,80,55,44,32
Ildr2,4,5,9,3,1,2
Gm15853,4,2,2,2,2,3
Tada1,38,18,45,53,59,52
Pogk,27,25,55,34,39,28
