,0,1,2,3,4,5
2810414N06Rik,2,0,2,1,2,1
Edem3,18,17,30,20,30,17
1700025G04Rik,4,7,10,12,13,12
Tsen15,33,30,54,34,41,21
Colgalt2,7,6,11,3,4,6
Rgl1,32,38,57,33,45,25
Arpc5,43,55,78,61,74,44
Ncf2,3,1,6,5,18,1
Smg7,34,26,30,16,35,19
Nmnat2,0,5,1,0,5,1
Lamc1,14,12,15,9,16,10
Dhx9,33,47,44,39,66,14
Npl,21,16,23,15,33,11
Rgs8,1,2,0,0,1,0
C230024C17Rik,0,0,0,1,0,0
Rgs16,2,6,8,11,22,3
Gm28513,0,0,1,0,0,0
Rnasel,0,1,0,0,2,0
Rgsl1,1,0,0,0,0,0
Teddm2,1,1,4,1,4,0
Glul,4963,4858,6173,3923,5327,3667
Gm29291,0,0,1,0,0,0
A830008E24Rik,12,16,2,5,10,11
Cacna1e,1,0,1,2,0,0
Gm9530,0,0,1,0,0,0
Ier5,68,61,67,139,228,26
Mr1,29,28,37,25,37,34
Stx6,39,23,24,33,26,23
BC034090,11,21,16,6,19,15
Xpr1,131,140,183,94,184,84
Gm5532,0,1,0,2,0,0
Acbd6,57,67,78,68,75,43
Qsox1,30,25,42,27,25,24
Cep350,32,47,43,27,52,15
Tor1aip1,133,135,153,126,146,89
Tor1aip2,55,66,75,52,70,36
Fam163a,53,15,62,45,37,18
Axdnd1,0,0,0,2,3,1
Gm2000,6,10,13,5,11,6
Soat1,188,208,259,207,254,121
Gm10031,5,5,1,0,1,0
Abl2,34,30,27,26,36,13
Tor3a,22,16,37,28,27,16
Fam20b,20,17,22,18,15,8
Ralgps2,25,75,38,29,23,31
Angptl1,0,0,4,2,1,0
Rasal2,42,29,47,40,50,30
BC026585,36,36,44,47,34,21
Sec16b,1,0,0,3,0,0
Brinp2,7,12,10,5,15,2
Astn1,85,103,112,77,136,38
Gm37679,0,4,1,3,5,0
Rfwd2,42,64,47,31,48,36
Tnr,4,2,7,5,12,1
4930523C07Rik,17,16,30,12,9,11
Mrps14,221,265,323,266,291,169
Cacybp,111,115,131,145,141,53
