"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Zhx1",0.018927469314042,5.49126028553496,0.0832248445726527,0.935283903817717,0.991016183662548,-5.37194410033522
"Ndufaf3",0.0235995381186135,5.78582920531065,0.0830728494959003,0.935401797625562,0.991016183662548,-5.41752157194889
"Cers2",0.0151068522674949,6.73329433581357,0.0829986776427068,0.935459329044108,0.991016183662548,-5.54774971892511
"Map7",-0.0381863749163054,4.34316492396317,-0.0829516629946866,0.935495796170183,0.991016183662548,-5.06436851844682
"Trap1",-0.0352805029658268,4.31853374448637,-0.0829380737024118,0.935506336795766,0.991016183662548,-5.03567338783867
"Gmpr2",-0.0266770577482415,4.56905063452682,-0.0829284744145962,0.93551378255552,0.991016183662548,-5.12995796815008
"Kpna6",-0.0283131461275804,4.23482659773069,-0.082902381227852,0.935534021964832,0.991016183662548,-5.05702351633863
"Exosc8",0.0208991574890333,5.13871455580711,0.0826808188005457,0.935705880740591,0.991016183662548,-5.29391511336847
"Tgfbrap1",-0.0248903975031873,4.85977189414991,-0.0826525977802053,0.935727771117336,0.991016183662548,-5.23550833583576
"Eif2b1",0.0285108580475561,4.30724972622356,0.082590576565005,0.935775879701144,0.991016183662548,-5.0481614358923
"Chp1",-0.016828245505544,5.53598263923581,-0.0824035892082321,0.935920923592173,0.991016183662548,-5.3801173045164
"Osbp",0.0307660795974813,5.04714372826477,0.0821998994868953,0.936078926101385,0.991016183662548,-5.28638875438071
"Nxt1",-0.023801063519621,5.05910582850966,-0.0816862503721216,0.936477377583676,0.991016183662548,-5.26827922296421
"Zbtb38",-0.0202329377265088,5.95531850933683,-0.0816544187698587,0.936502070821598,0.991016183662548,-5.45265216498757
"Actr10",0.015396909180535,6.54042972897593,0.081141567124397,0.93689992312038,0.991016183662548,-5.52520377760832
"Eef1a1",-0.0130985323959661,11.7448000383568,-0.0810824479381042,0.936945786879308,0.991016183662548,-5.68216391379717
"Arf2",-0.0210092372533423,5.75615822726612,-0.0801691150617328,0.937654367078252,0.991016183662548,-5.41655519188876
"Psmg4",0.0229068972943169,5.62370242416714,0.0801645111479824,0.93765793902275,0.991016183662548,-5.38994892389063
"Snai2",-0.0536454630073243,3.46337143969647,-0.0801628554480299,0.937659223597199,0.991016183662548,-4.85682461655825
"Vps50",0.0257874706627145,4.34406392045139,0.0801542575957526,0.937665894242026,0.991016183662548,-5.07812889865341
"Stxbp3",0.0214241521402352,5.69860302191553,0.0801471635985365,0.937671398124504,0.991016183662548,-5.40335203603047
"Usp9x",-0.0231649681092557,5.96177860173781,-0.0800933277186751,0.937713166839742,0.991016183662548,-5.45040356873004
"Cald1",0.0189454400885702,8.71574130598922,0.079227764994631,0.938384743098783,0.991016183662548,-5.64638339918478
"Fam69a",-0.0208365473671873,5.60450961210868,-0.0790162141307319,0.938548889733879,0.991016183662548,-5.3931904385109
"Trim24",0.020581470842028,5.2184238232378,0.0789716582794673,0.938583461912839,0.991016183662548,-5.3054918934715
"Nup50",0.0397612803670233,4.36698655966987,0.0789375789944979,0.938609905109863,0.991016183662548,-5.04480820249358
"Flrt2",-0.0404663834045068,4.28642755235861,-0.0788657633266112,0.938665629417629,0.991016183662548,-5.08764695393962
"Fam120a",0.0166827665496927,6.22120078617114,0.0787429780657115,0.93876090363111,0.991016183662548,-5.48531383067184
"Fkbp15",-0.0216155960237497,4.68689160071328,-0.0786321061317334,0.938846934665096,0.991016183662548,-5.17118526603369
"Dcaf10",0.0323574472133121,4.62208271141778,0.0784089865083475,0.93902006674363,0.991016183662548,-5.15014771615189
"BC029722",-0.0212459093086746,4.8484310647789,-0.07839718225247,0.939029226475971,0.991016183662548,-5.22459942970491
"Trim12c",0.0320934503109602,4.94428994259094,0.0781494775726437,0.939221439682251,0.991016183662548,-5.2225743964117
"Rara",-0.0220388701074611,4.67755078791599,-0.0781471470537817,0.939223248131372,0.991016183662548,-5.16418937340558
"Cnot1",-0.0187622358214388,5.30584754433919,-0.0781154855209584,0.939247817061325,0.991016183662548,-5.33522704874596
"Ccdc50",-0.0241239904597886,6.03578998034506,-0.0779950143681324,0.939341301689025,0.991016183662548,-5.46082789594302
"Mgll",0.0288903145344288,5.89963022704734,0.0779570435171847,0.939370766958171,0.991016183662548,-5.43470970073719
"Slc25a45",0.0414872272301291,3.67750918437901,0.0779455695675171,0.939379670728348,0.991016183662548,-4.89951123074923
"Utp14b",0.0366779432371078,4.41145740892131,0.0778682804073805,0.939439647244782,0.991016183662548,-5.14613799942314
"Elk3",0.0141636531608366,7.08924129883116,0.0773540209407965,0.939838723511366,0.991071529100751,-5.58076900417032
"Pdhb",0.018593172759562,5.37498072520913,0.0772267731214536,0.939937473214608,0.991071529100751,-5.34922025199051
"Fam179b",0.0278662513797839,4.54562022923641,0.077080835564025,0.94005072825803,0.991071529100751,-5.13929443190321
"Scfd1",0.0266617734209203,4.43468838850997,0.0769122199939549,0.940181584345294,0.991071529100751,-5.11064985100996
