,0,1,2,3,4,5
Gm28913,1,0,0,0,0,0
Srgap2,3,2,6,16,10,2
Fam72a,0,0,0,0,0,1
Ctse,1,0,2,1,0,0
Slc41a1,6,2,8,0,2,3
Rab29,1,0,2,1,0,2
Nucks1,13,21,54,32,27,20
Elk4,6,4,11,10,12,9
Mfsd4,2,6,7,2,5,0
Cdk18,0,1,0,0,1,0
Nuak2,4,1,0,1,2,1
F730311O21Rik,0,1,0,0,0,0
Tmcc2,0,0,1,0,1,0
Dstyk,2,0,1,4,1,2
Rbbp5,2,0,6,4,5,0
Tmem81,0,0,1,3,3,0
Cntn2,0,0,7,2,1,1
Nfasc,0,0,1,0,1,0
Gm10538,0,0,0,1,0,0
Lrrn2,0,0,0,1,0,0
Mdm4,10,10,16,10,5,16
Pik3c2b,0,0,1,0,3,1
Ppp1r15b,9,7,13,13,13,8
Snrpe,43,59,100,42,67,60
Zc3h11a,1,2,4,4,11,3
Gm38394,1,1,1,0,0,0
Lax1,5,9,17,13,10,13
Atp2b4,3,7,11,10,9,4
Btg2,99,76,309,263,208,194
Adora1,0,1,0,0,0,0
Ppfia4,0,0,3,7,5,6
Tmem183a,3,4,7,3,7,6
Cyb5r1,1,7,5,3,1,2
Adipor1,7,9,19,16,12,17
Klhl12,2,3,7,4,2,4
Rabif,1,2,6,3,2,3
Kdm5b,1,5,7,5,11,4
Ppp1r12b,1,0,1,1,1,1
Ube2t,1,1,3,1,4,1
Ptpn7,7,4,13,4,10,11
Arl8a,5,3,16,6,7,11
Gm15445,0,0,1,0,0,0
Gpr37l1,0,4,2,0,1,1
Rnpep,2,4,9,7,11,2
Timm17a,4,11,12,14,10,8
Shisa4,1,1,5,0,0,0
Ipo9,0,1,4,2,1,3
Nav1,4,0,1,4,6,1
Gm38399,0,0,0,0,1,0
Csrp1,6,7,39,3,8,9
Phlda3,0,2,6,5,3,1
Tnni1,0,0,2,1,0,0
Tmem9,0,1,5,2,3,1
Cacna1s,1,1,0,0,0,0
Kif21b,8,12,16,14,13,12
5730559C18Rik,0,1,0,0,0,0
Camsap2,1,4,2,3,0,3
Ddx59,0,0,2,0,2,3
Gm33994,0,0,0,0,0,1
Zfp281,2,3,12,7,4,10
Gm19705,0,0,2,1,2,1
A430106G13Rik,0,0,0,0,1,0
Ptprc,99,170,259,158,159,189
Nek7,10,12,24,19,25,21
2310009B15Rik,2,4,7,5,7,4
Dennd1b,7,6,20,6,12,12
Zbtb41,0,2,2,0,6,0
Aspm,0,0,1,0,0,0
Cfh,1,0,2,16,3,6
Cdc73,3,9,10,14,10,9
B3galt2,0,1,3,0,1,0
Glrx2,3,5,14,6,9,11
Trove2,0,1,5,3,2,1
Uchl5,6,6,14,9,14,11
Rgs2,24,35,73,70,88,105
Rgs1,23,44,141,91,79,67
Pla2g4a,0,0,0,2,1,0
BC003331,1,1,8,2,1,3
Tpr,17,23,46,26,44,28
Prg4,1,0,0,0,0,0
Gm10138,2,0,0,2,0,1
Ivns1abp,18,7,24,22,16,17
Swt1,8,5,22,10,13,12
Trmt1l,2,4,9,16,6,12
Rnf2,5,4,12,6,5,6
Fam129a,7,11,12,5,11,17
2810414N06Rik,0,0,2,0,0,1
Edem3,2,0,1,1,3,0
1700025G04Rik,1,7,10,6,6,15
Tsen15,1,3,2,1,1,4
Rgl1,0,0,1,1,3,0
Arpc5,37,44,74,55,57,36
Ncf2,0,2,7,7,6,1
Smg7,4,7,10,5,10,3
Nmnat2,0,0,0,0,1,0
Lamc1,1,2,6,0,3,3
Dhx9,10,11,22,12,10,5
Npl,0,0,0,1,1,1
C230024C17Rik,0,0,0,1,0,0
Rgs16,0,3,9,6,4,0
Gm28513,0,0,0,0,0,1
Rnasel,5,6,7,4,3,9
Glul,4,15,48,31,43,21
A830008E24Rik,0,0,0,1,0,0
Ier5,56,33,82,124,96,55
Mr1,2,1,0,2,0,1
Stx6,4,2,7,10,5,6
BC034090,0,0,1,0,0,0
Xpr1,2,2,3,3,9,8
Acbd6,15,11,33,14,21,18
Qsox1,2,3,5,5,4,7
Cep350,8,6,13,5,8,10
Tor1aip1,8,18,21,25,9,19
Tor1aip2,3,4,5,5,6,5
Fam163a,0,0,1,0,0,0
Axdnd1,1,0,0,0,0,0
Gm2000,2,9,17,6,9,12
Soat1,2,2,11,9,6,6
Gm10031,0,0,1,1,0,0
Abl2,1,1,3,6,1,0
Tor3a,5,3,6,7,3,6
Fam20b,0,1,5,2,2,2
Ralgps2,2,2,1,6,2,0
Rasal2,0,0,1,1,1,0
BC026585,1,0,1,0,2,1
Astn1,0,0,0,0,1,0
Rfwd2,5,1,10,7,10,6
Tnr,0,0,0,1,3,0
Gm38039,0,0,1,0,0,0
4930523C07Rik,31,28,65,46,30,42
Mrps14,18,16,27,28,27,20
Cacybp,11,15,42,24,17,31
Rabgap1l,7,13,27,9,10,16
Rc3h1,2,6,13,13,3,10
Zbtb37,2,1,4,0,7,1
Dars2,0,1,2,0,3,1
Gm37634,0,0,0,1,0,0
Cenpl,4,0,5,3,3,3
Klhl20,1,1,3,1,2,2
Prdx6,54,72,177,102,80,120
Tnfsf4,0,0,0,0,1,0
Fasl,12,9,49,29,25,42
Suco,8,9,23,8,11,7
Pigc,1,2,2,1,1,5
Dnm3,0,0,2,0,0,0
Mettl13,0,0,2,3,2,4
Vamp4,5,10,14,12,5,9
Prrc2c,28,49,81,55,56,35
Gorab,1,0,0,1,0,0
Kifap3,2,1,6,2,1,3
Scyl3,2,1,5,0,0,1
BC055324,0,0,1,1,0,0
Mettl18,0,0,0,1,2,0
Sell,8,9,12,6,11,9
F5,1,0,0,0,0,1
Slc19a2,1,1,0,0,0,0
Ccdc181,0,0,1,2,1,2
Blzf1,1,0,4,4,1,1
Nme7,2,1,3,3,1,0
Atp1b1,1,2,2,1,9,0
Xcl1,52,35,173,88,113,81
Sft2d2,4,6,6,2,8,5
Tiprl,5,16,33,12,24,14
Dcaf6,0,0,9,0,3,1
Mpc2,9,24,42,18,29,18
Mpzl1,0,0,1,0,0,0
Rcsd1,8,11,24,18,10,15
Creg1,2,4,12,15,6,10
Cd247,10,21,18,20,13,22
Pou2f1,6,6,1,6,9,2
Dusp27,0,0,0,0,1,0
Ildr2,0,0,1,2,1,0
Gm15853,0,0,0,0,1,0
Tada1,4,4,8,4,11,3
Pogk,0,3,2,2,6,1
Fam78b,0,1,0,0,1,1
Uck2,4,2,2,5,6,3
Tmco1,10,10,18,12,13,17
Aldh9a1,3,3,6,4,6,5
Mgst3,0,0,2,2,2,1
Pbx1,1,0,0,1,0,0
Nuf2,0,0,2,0,0,0
Rgs5,0,0,0,0,1,0
Ccdc190,0,0,0,1,0,0
Hsd17b7,0,2,3,0,2,0
3110045C21Rik,0,0,0,0,1,0
Uap1,4,4,7,5,2,5
Uhmk1,4,3,9,10,8,5
4930500M09Rik,0,0,0,0,1,1
Gm7694,0,0,1,0,1,0
Nos1ap,0,0,1,0,0,0
Atf6,0,2,6,2,6,4
Dusp12,1,3,6,4,4,2
Fcrla,0,0,0,0,2,0
Fcgr2b,0,0,5,8,2,7
