gene,log2FC_z,p,padj
4930447N08Rik,0.02433896726997947,0.9535332238923546,0.9974522354524169
4930451G09Rik,0.16939201157593944,0.6489396567925664,0.9899338981042789
4930452B06Rik,-0.4003806517689358,0.30012191628276236,0.9857739113502277
4930453N24Rik,0.21945477351503176,0.572903822107439,0.9899338981042789
4930456G14Rik,-0.13049980813109435,0.7090394841530405,0.9912238977957673
4930458D05Rik,0.22242961642090153,0.5756636479457882,0.9899338981042789
4930471C04Rik,-0.22920727249525333,0.5943517194358654,0.9899338981042789
4930477O15Rik,0.020519351246646514,0.957565256911226,0.9974522354524169
4930479D17Rik,0.5959690614330572,0.14860234742487458,0.9857739113502277
4930480K23Rik,-0.07180749401300633,0.8539047582020651,0.9957145576505264
4930481A15Rik,-0.3712336301594438,0.3589325502523002,0.9857739113502277
4930481B07Rik,0.5150458720197209,0.1184274448178903,0.9828772960271867
4930500F10Rik,-0.7169877277160034,0.07187719110482191,0.9797091146849901
4930503L19Rik,0.05257850091383834,0.8971334721180075,0.9957145576505264
4930506C21Rik,-0.8031990043335905,0.05298669427546994,0.949087923646411
4930507D05Rik,-0.10722806975327351,0.7883562352291089,0.9957145576505264
4930509G22Rik,0.3144275472870731,0.44533443545866336,0.9857739113502277
4930513N10Rik,-0.8396645965039756,0.011948768926168847,0.7902081471691471
4930515G01Rik,0.2712203608390502,0.4524007522208016,0.9857739113502277
4930517J16Rik,0.6703090500342878,0.1448340925100788,0.9857739113502277
4930518I15Rik,0.3631372476263155,0.33950438646319175,0.9857739113502277
4930520O04Rik,-0.12283683136081602,0.7710318219432168,0.9957145576505264
4930522L14Rik,0.053450296344981295,0.9006928761214741,0.9957145576505264
4930523C07Rik,0.4965339896414574,0.2306689802768524,0.9857739113502277
4930524J08Rik,-0.28559524719143103,0.5366221456174812,0.9857739113502277
4930525G20Rik,0.3505055536957515,0.41984020167689035,0.9857739113502277
4930526A20Rik,0.07651508111326256,0.822335418664733,0.9957145576505264
4930534D22Rik,-0.34354431873849484,0.3434680012962993,0.9857739113502277
4930539E08Rik,-0.7723750616098806,0.07356398869210065,0.9797091146849901
4930539J05Rik,-0.2684195129130733,0.4905310002515622,0.9857739113502277
4930547M16Rik,-0.6521308723095381,0.0832337972288297,0.9824171433538732
4930553P18Rik,0.535729581921516,0.18425761590803447,0.9857739113502277
4930563E22Rik,-0.13208398361780624,0.7542601244341332,0.995002303447194
4930570G19Rik,-0.27333216367221996,0.4916496401995711,0.9857739113502277
4930577N17Rik,-0.4228713879631565,0.34824935340286034,0.9857739113502277
4930578C19Rik,-0.2271032548532255,0.5548331341293176,0.9864378609084955
4930578M01Rik,-0.2337268077055261,0.5562065067883402,0.9869715614374299
4930579G24Rik,0.30427761307926615,0.480037825601452,0.9857739113502277
4930579K19Rik,-0.26616538652350935,0.5163058767065565,0.9857739113502277
4930581F22Rik,-0.5559049780415534,0.16268306129417878,0.9857739113502277
4930590J08Rik,0.17241972788417956,0.669671172596595,0.9900843878271318
4930594M22Rik,-0.2539568796510699,0.5182571864120887,0.9857739113502277
4931406C07Rik,-0.4902906993603284,0.21320284841594017,0.9857739113502277
4931406P16Rik,-0.614798728723555,0.04932040657480481,0.9428547183399831
