gene,timepoint,log2FC,p,padj
Otud7b,24H,0.056460379929070825,0.8488619966396058,1.0
Otulin,24H,-0.10068065502676227,0.5629854011786325,1.0
Otx1,24H,0.07165566503514409,0.8700375646067747,1.0
Otx2,24H,-0.07127987353868726,0.956072822247386,1.0
Ovca2,24H,-0.15391543218619752,0.5973896133123393,1.0
Ovgp1,24H,0.17638492412395657,0.8717494047076333,1.0
Ovol2,24H,0.15436530947308924,0.8727742835808314,1.0
Oxa1l,24H,-0.1428104477979364,0.11762778934447747,1.0
Oxct1,24H,0.5896242148024715,0.1351022797584115,1.0
Oxgr1,24H,-1.0016291673878228,0.26832117664596544,1.0
Oxld1,24H,0.13332389555146662,0.5353780125870576,1.0
Oxnad1,24H,0.1825240765722862,0.6783752854098323,1.0
Oxr1,24H,0.16638085844229344,0.7017915610662999,1.0
Oxsm,24H,-0.20764279979988043,0.5769083956537516,1.0
Oxsr1,24H,0.021478024011576835,0.946963864571355,1.0
Oxtr,24H,0.14799261083604343,0.5362346286906047,1.0
P2rx1,24H,-0.5071405648814107,0.38596392089195586,1.0
P2rx3,24H,0.29453471718418456,0.31889700554112854,1.0
P2rx4,24H,-0.13434267183896864,0.5328782184394737,1.0
P2rx5,24H,1.0422774416468235,0.11134670265044047,1.0
P2rx6,24H,-0.2879216501750772,0.4890689702845141,1.0
P2rx7,24H,-0.19013554884711148,0.45858758345688727,1.0
P2ry1,24H,0.266134820708249,0.592882269708613,1.0
P2ry12,24H,-0.20987200583935284,0.6819561806416695,1.0
P2ry13,24H,-0.22567825800848063,0.027381499317218016,1.0
P2ry14,24H,0.1991025353596516,0.5707031067852932,1.0
P2ry2,24H,-0.8896586441623522,0.007923301834118695,1.0
P2ry6,24H,0.05187497876327907,0.8498534547819163,1.0
P3h1,24H,0.032788383601374704,0.9187786390129662,1.0
P3h2,24H,0.12665532081848951,0.8159991134515278,1.0
P3h3,24H,0.20303145968691005,0.662993752073917,1.0
P3h4,24H,-0.14211150773402004,0.4748786203025077,1.0
P4ha1,24H,0.3265288393508552,0.49891167788189444,1.0
P4ha2,24H,0.3570339991055551,0.5270368853680764,1.0
P4ha3,24H,-0.3137616187551302,0.2215059757947017,1.0
P4hb,24H,-0.01873097514383737,0.9381658624418168,1.0
P4htm,24H,-0.11073442219514895,0.23256181313496296,1.0
Pa2g4,24H,-0.013323307256790429,0.9473188474938867,1.0
Pabpc1,24H,0.016385528376963165,0.9371873010586295,1.0
Pabpc1l,24H,0.7382350993881892,0.3701224198289441,1.0
Pabpc1l2a-ps,24H,0.29379422561603086,0.3722543647115705,1.0
Pabpc1l2b-ps,24H,0.13776222333833665,0.5761454773997462,1.0
Pabpc4,24H,0.07658450258894511,0.8012281860469803,1.0
Pabpc5,24H,-0.13940024196539458,0.6277420797214062,1.0
Pabpn1,24H,0.112802942020517,0.851935104250076,1.0
Pacrg,24H,0.13956799143085963,0.5684254422219637,1.0
Pacrgl,24H,-0.019523767209680187,0.9517827307565845,1.0
Pacs1,24H,-0.08966871450816427,0.6616260894441266,1.0
Pacs2,24H,-0.17310619300084795,0.31298455813229265,1.0
Pacsin1,24H,-0.028150930666813068,0.8842348007599183,1.0
Pacsin2,24H,0.12176946581452519,0.49453900384791105,1.0
Pacsin3,24H,-0.034035052592674475,0.7003239766668984,1.0
Padi2,24H,-0.19643423774702207,0.38746906578149964,1.0
Paf1,24H,0.06134554357846156,0.8807832641530502,1.0
Pafah1b1,24H,0.09631291257959518,0.7614463198648703,1.0
Pafah1b2,24H,0.07571449101578409,0.761447311004508,1.0
Pafah1b3,24H,-0.23291462156692244,0.46333693311476365,1.0
Pafah2,24H,0.09356355239351188,0.8065410057521725,1.0
Pag1,24H,-0.04255598762010493,0.8696372636687215,1.0
Pagr1a,24H,-1.721737275289874,0.143932744827381,1.0
Paics,24H,-0.000257014171493708,0.9992616648610306,1.0
Paip1,24H,0.061487779239369544,0.8734149747307958,1.0
Paip2,24H,0.12588314840281178,0.6974881212015516,1.0
Paip2b,24H,0.22342530531446947,0.35053478502271296,1.0
Pak1,24H,0.035526233064107515,0.866929383340706,1.0
Pak1ip1,24H,-0.02643529245970555,0.9309248370511054,1.0
Pak2,24H,0.030430602448621613,0.9312565169339347,1.0
Pak3,24H,0.20985157790197917,0.5540169110352686,1.0
Pak4,24H,0.09179243748925714,0.6050637295063965,1.0
Pak6,24H,0.013887559253721093,0.9393304811632548,1.0
Pak7,24H,-0.008320398894930747,0.9849334596895001,1.0
Pakap,24H,0.09346772218744803,0.8761816299678815,1.0
Palb2,24H,-0.3298102106440215,0.4369221179446116,1.0
Pald1,24H,-0.27848483418290115,0.18826804875428235,1.0
Palld,24H,0.1624688434212107,0.745199468979642,1.0
Palm,24H,0.004760728500629696,0.9765755321683957,1.0
Palm2,24H,0.2771479491534201,0.3918316551315638,1.0
Palm3,24H,-0.24778088587116542,0.6955081332202213,1.0
Palmd,24H,0.30177638804296336,0.4915972154777487,1.0
Pam,24H,0.04942474620135506,0.8674218103015119,1.0
Pam16,24H,-0.06791666014161724,0.7167462535690651,1.0
Pamr1,24H,0.06717722598294174,0.7592562965157151,1.0
Pan2,24H,0.1660444747415628,0.709615067388071,1.0
Pan3,24H,0.0779003023031013,0.8747620909256899,1.0
Panct2,24H,0.3655431694351732,0.5011784557199961,1.0
Pank1,24H,0.2137136146984755,0.5767865080388305,1.0
Pank2,24H,-0.08844846406894469,0.8721087177527266,1.0
Pank3,24H,0.19918202381634664,0.589619081353418,1.0
Pank4,24H,0.13620655615960864,0.6703391957105734,1.0
Pantr1,24H,0.07822887452761229,0.7940586073563429,1.0
Pantr2,24H,-0.08854817256267733,0.8490950052007001,1.0
Panx1,24H,0.15273270340011003,0.523829212139298,1.0
Panx2,24H,0.05691408319097491,0.786541493943244,1.0
Paox,24H,-0.20996282502379682,0.5622638966412007,1.0
Papd4,24H,0.005701401828721586,0.9868090215657676,1.0
Papd5,24H,0.14758872147983126,0.6168009536552684,1.0
Papd7,24H,0.05498341113215588,0.8195898587431891,1.0
Papl,24H,0.3143866986306758,0.6385332057573737,1.0
Papln,24H,0.9256887889691825,0.12332382661580538,1.0
Papola,24H,0.2046764909770733,0.6070230866028198,1.0
Papolb,24H,0.3498951292119066,0.5050853310084807,1.0
Papolg,24H,0.09114558129403072,0.8214074214344916,1.0
Pappa,24H,0.07020769936399951,0.6602340894003479,1.0
Pappa2,24H,1.324994469412606,0.1450645876352656,1.0
Papss1,24H,-0.12171790698452156,0.5578424428379335,1.0
Papss2,24H,0.011726270672811623,0.9622430098805925,1.0
Paqr3,24H,0.2914518099984793,0.18553049465137017,1.0
Paqr4,24H,-0.1881586000726152,0.12568565218633357,1.0
Paqr5,24H,0.08800810615322963,0.721066910286984,1.0
Paqr6,24H,0.009234758242864238,0.9531771295588642,1.0
Paqr7,24H,-0.2985644317600151,0.5345331701867924,1.0
Paqr8,24H,0.2664778849874416,0.23368713174629768,1.0
Paqr9,24H,0.127875520996918,0.5613695801899005,1.0
Pard3,24H,0.2070806283902762,0.49616321114044054,1.0
Pard3b,24H,0.07491796497265746,0.8951236631631682,1.0
Pard6a,24H,0.05436201607693647,0.6352621333051138,1.0
Pard6b,24H,0.05714045134267476,0.7295101427957049,1.0
Pard6g,24H,0.2664904740686822,0.5153883571866167,1.0
Parg,24H,0.15357731939433883,0.6707360934692472,1.0
Park2,24H,0.03439087144989017,0.9559687953491305,1.0
Park7,24H,-0.0699236869211095,0.6014162863881637,1.0
Parl,24H,0.10326864066188257,0.6558040464084307,1.0
Parm1,24H,0.2486032514961245,0.3606705246725391,1.0
Parn,24H,-0.18367253794963467,0.5404585228740463,1.0
Parp1,24H,0.16249126052260188,0.5986486005970914,1.0
Parp10,24H,-0.2816151366874582,0.5079579503990072,1.0
Parp11,24H,0.17558277885961537,0.47089800671986937,1.0
Parp12,24H,0.021011337537004238,0.9580934957255778,1.0
Parp14,24H,-0.04054165094539197,0.919131466322968,1.0
Parp16,24H,-0.19304850885485259,0.5906436613891722,1.0
Parp2,24H,0.0697973265897982,0.8434708256465255,1.0
Parp3,24H,-0.08812654363209038,0.8325368941756708,1.0
Parp4,24H,0.05017258570256988,0.9064557143609805,1.0
Parp6,24H,0.09525595245176355,0.6551257536637015,1.0
Parp8,24H,0.11443455419522941,0.7684492724337056,1.0
Parp9,24H,-0.11244037086439906,0.725912611700151,1.0
Parpbp,24H,-0.9154981194277612,0.2243116127244113,1.0
Pars2,24H,0.4764719571545708,0.08647432217422643,1.0
Parva,24H,-0.43879274985177297,0.43074330521178633,1.0
Parvb,24H,-0.041317957666711536,0.7729949999855197,1.0
Parvg,24H,-0.008434144833971757,0.9087227494430871,1.0
Pask,24H,0.3135345021432423,0.3900811081998077,1.0
Pate2,24H,0.6692251124208788,0.42669446258065147,1.0
Patl1,24H,0.09781253601162554,0.7697118092246916,1.0
Patz1,24H,-0.22421806739189698,0.18908211840119973,1.0
Pawr,24H,-0.11647604231506481,0.7790930767940238,1.0
Pax2,24H,-0.38588074490432955,0.4390705409493513,1.0
Pax5,24H,-0.4151957744315262,0.09502879370493941,1.0
Pax6,24H,-0.07522944425690081,0.681756007085444,1.0
Paxbp1,24H,0.2410773915528761,0.6746544870876898,1.0
Paxip1,24H,0.055788334872096,0.6907969723383386,1.0
Pbdc1,24H,0.1946664590546341,0.5171515883337278,1.0
Pbld2,24H,-0.66388080359466,0.33075860475806446,1.0
Pbrm1,24H,0.2485397193911698,0.5402834414254613,1.0
Pbx1,24H,0.13596521275884044,0.6821771637274564,1.0
Pbx2,24H,0.1433423407151615,0.6497796885588137,1.0
Pbx3,24H,0.11603687620000347,0.7691706200870301,1.0
Pbx4,24H,0.04816916554856299,0.8493549433915389,1.0
Pbxip1,24H,-0.058326671671308006,0.8473266864288531,1.0
Pcbd1,24H,-0.37793500167807625,0.33065558384728805,1.0
Pcbd2,24H,0.00697797862902938,0.9465702431419507,1.0
Pcbp1,24H,0.010118327417778517,0.9457864709799708,1.0
Pcbp2,24H,0.02621887739661055,0.9147033804536828,1.0
Pcbp3,24H,-0.22392324376951755,0.20961183527604874,1.0
Pcbp4,24H,-0.0742511700938433,0.5647818172352032,1.0
Pcca,24H,0.18147944409462902,0.5426952220537754,1.0
Pccb,24H,-0.08035755054197757,0.6198976551069705,1.0
Pcdh1,24H,0.00043714302488240264,0.9984402197209599,1.0
Pcdh10,24H,0.1855416324517396,0.3865853630081785,1.0
Pcdh11x,24H,0.13920049661799538,0.5930857674982629,1.0
Pcdh12,24H,-1.0556428220886995,0.17916675228063944,1.0
Pcdh15,24H,0.8076739427284343,0.049232349227981045,1.0
Pcdh17,24H,0.21360198731166768,0.36177745740667305,1.0
Pcdh18,24H,-0.08503984717982593,0.884513719882956,1.0
Pcdh19,24H,0.34970300817314204,0.3359486024483399,1.0
Pcdh20,24H,0.23605689909385497,0.47210684361233435,1.0
Pcdh7,24H,-0.34364255750872275,0.4641812754010208,1.0
Pcdh8,24H,0.6425607826596202,0.15614819514274111,1.0
Pcdh9,24H,0.029985931214813633,0.9380438320626948,1.0
Pcdha1,24H,-0.08122640457521157,0.8593536215816354,1.0
Pcdha11,24H,0.4322432666486353,0.1829504494944623,1.0
Pcdha12,24H,0.093195961388159,0.5593344706094312,1.0
Pcdha2,24H,0.08542273738332717,0.6811356687123604,1.0
Pcdha3,24H,-0.02512082894045342,0.9369845585921996,1.0
Pcdha4,24H,0.05653342898819336,0.8825817841272416,1.0
Pcdha5,24H,0.1531974456579297,0.6287634670976705,1.0
Pcdha6,24H,0.19968014932761857,0.5882170998069224,1.0
Pcdha7,24H,-0.14344167593701407,0.5448661150580664,1.0
Pcdha8,24H,0.9196310512349126,0.04157703145859385,1.0
Pcdha9,24H,0.10902802374710863,0.63145520638495,1.0
Pcdhac1,24H,0.08190337728618413,0.8348977181368074,1.0
Pcdhac2,24H,-0.011332908100724737,0.953963825751576,1.0
Pcdhb1,24H,-0.6122397724815491,0.5222348212733471,1.0
Pcdhb10,24H,0.09381491122764629,0.4564565022845427,1.0
Pcdhb11,24H,-0.03139426204419049,0.8725488764037564,1.0
Pcdhb12,24H,-0.14711484213825798,0.6009369993334072,1.0
Pcdhb13,24H,0.04698241607242881,0.8451007634432842,1.0
Pcdhb14,24H,0.2693054781158031,0.2558296003497074,1.0
Pcdhb15,24H,0.0955531480651226,0.5136604714737137,1.0
Pcdhb16,24H,0.11183733254490402,0.47722810740871674,1.0
Pcdhb17,24H,0.06333817204073355,0.7839574244022542,1.0
Pcdhb18,24H,0.07451405761333252,0.784099995234109,1.0
Pcdhb2,24H,0.23220773699275732,0.22623097763001218,1.0
Pcdhb20,24H,-0.07721863229160864,0.7899236879339031,1.0
Pcdhb22,24H,-0.8176391623295931,0.5641282960445693,1.0
Pcdhb3,24H,-0.11291030368723654,0.4420656178184028,1.0
Pcdhb4,24H,-0.20378973165584124,0.2370522185566601,1.0
Pcdhb5,24H,-0.02240164996701388,0.8832067798625648,1.0
Pcdhb6,24H,-0.1866471847356559,0.41003358818115515,1.0
Pcdhb7,24H,0.08371368902769483,0.726967382691687,1.0
Pcdhb8,24H,-0.4722003884933219,0.1541689241412018,1.0
Pcdhb9,24H,-0.30308083549316933,0.09153553810908942,1.0
Pcdhga1,24H,-0.056991371901820465,0.83093584853179,1.0
Pcdhga10,24H,-0.18607183034512964,0.5861507793329485,1.0
Pcdhga11,24H,0.11024711683405819,0.7155826262021298,1.0
Pcdhga12,24H,0.22625766972052475,0.6126191122087514,1.0
Pcdhga2,24H,-0.19370919140988896,0.528248169551208,1.0
Pcdhga3,24H,-0.06013410029606625,0.7036586446585302,1.0
Pcdhga4,24H,0.26491900876815766,0.8973361408805846,1.0
Pcdhga5,24H,0.18914074979012874,0.4326062228040289,1.0
Pcdhga6,24H,-0.37161425966907835,0.1021936386507454,1.0
Pcdhga7,24H,0.012232364478274249,0.9632673391443467,1.0
Pcdhga8,24H,0.48970764287741275,0.7532909896398519,1.0
Pcdhga9,24H,0.4601109878155274,0.7970959364887804,1.0
Pcdhgb1,24H,-0.4452868906910279,0.7644208491686891,1.0
Pcdhgb2,24H,-0.01568384014508517,0.9590858929413394,1.0
Pcdhgb4,24H,-3.183443214657724,0.10909003112286264,1.0
Pcdhgb5,24H,0.9564339182300952,0.5352687872568114,1.0
Pcdhgb6,24H,0.2574765620915116,0.615785293257397,1.0
Pcdhgb7,24H,-0.5701256022217969,0.3105593239658629,1.0
Pcdhgb8,24H,3.3325751991468753,0.2295951979984274,1.0
Pcdhgc3,24H,2.2172457880808647,0.12113738002453389,1.0
Pcdhgc5,24H,-0.05721837891236525,0.9101461892314379,1.0
Pced1a,24H,-0.020018674459066688,0.9421597378671751,1.0
Pced1b,24H,-0.09427045707965398,0.8432343410898052,1.0
Pcf11,24H,0.25971194894166594,0.5531534515130525,1.0
Pcgf1,24H,0.11648559001588055,0.6984045610927263,1.0
Pcgf2,24H,-0.08804971612866552,0.880513430494254,1.0
Pcgf3,24H,0.1028681277613046,0.7208406377294266,1.0
Pcgf5,24H,0.1715225839268113,0.5604601398079515,1.0
Pcgf6,24H,0.2896886192945072,0.6184677201024738,1.0
Pcid2,24H,0.0362903069761753,0.8389284968067592,1.0
Pcif1,24H,-0.08781586602515823,0.4601094505574756,1.0
Pck2,24H,0.1307708667750358,0.5140299850457218,1.0
Pclo,24H,0.16478486513753232,0.4912285048883387,1.0
Pcm1,24H,0.12811321558998578,0.7552972835630813,1.0
Pcmt1,24H,0.10260612125900082,0.6164863910113462,1.0
Pcmtd1,24H,0.13668250220066547,0.8007969621404522,1.0
Pcmtd2,24H,0.24972872251335865,0.5884317115287926,1.0
Pcna,24H,0.02237059837001354,0.878175402452187,1.0
Pcna-ps2,24H,0.0990519668765204,0.7215786456909742,1.0
Pcnp,24H,0.0678572456885842,0.8537148844042431,1.0
Pcnt,24H,0.2385109030762731,0.28923329967427536,1.0
Pcnx,24H,0.1354833982888124,0.4642170198135067,1.0
Pcnxl2,24H,-0.028026812359351894,0.881537992354117,1.0
Pcnxl3,24H,-0.06437453240859803,0.7316642589197131,1.0
Pcnxl4,24H,0.20697759235338786,0.5425366182994628,1.0
Pcolce,24H,-0.1801218271470777,0.8230443386860904,1.0
Pcolce2,24H,-0.14910440996848084,0.745256484424645,1.0
Pcp4,24H,-0.13272440733865842,0.5912027416091755,1.0
Pcp4l1,24H,-0.1110942332957574,0.7050805363246885,1.0
Pcsk1,24H,0.28285692108458704,0.529953928274807,1.0
Pcsk1n,24H,-0.12729687417870927,0.46746625388658397,1.0
Pcsk2,24H,-0.06442521968011583,0.7620157038660385,1.0
Pcsk2os1,24H,-0.04192656548083651,0.9107874244764692,1.0
Pcsk4,24H,0.025888557568388926,0.9634789057443205,1.0
Pcsk5,24H,0.03697898854735726,0.9072977052693685,1.0
Pcsk6,24H,-0.21039719950601565,0.2403945587868963,1.0
Pcsk7,24H,0.04154908640673405,0.8523959008439632,1.0
Pctp,24H,0.08746246857361051,0.8125909512092763,1.0
Pcx,24H,0.10805480365406872,0.5114647094842929,1.0
Pcyox1,24H,0.024840135621134962,0.9343792420458058,1.0
Pcyox1l,24H,-0.04998009855913388,0.8443682489203103,1.0
Pcyt1a,24H,-0.01819064558647554,0.9758887594516172,1.0
Pcyt1b,24H,0.045050291051651925,0.8742937550587104,1.0
Pcyt2,24H,0.050017781231506575,0.8363187297177838,1.0
Pdap1,24H,-0.009411262856088953,0.9742421065802085,1.0
Pdcd10,24H,0.13790105087771387,0.76070617169398,1.0
Pdcd11,24H,0.09678423394832869,0.7870777134859303,1.0
Pdcd2,24H,-0.044837878880731985,0.8611596150873649,1.0
Pdcd2l,24H,-0.16234292699119646,0.11886646278031023,1.0
Pdcd4,24H,0.04300355645361975,0.91963254949667,1.0
Pdcd5,24H,-0.03337243965252412,0.8955771811955668,1.0
Pdcd6,24H,-0.04879747429237291,0.8140323300977583,1.0
Pdcd6ip,24H,0.10369781591774263,0.7435299299506478,1.0
Pdcd7,24H,-0.0020141406666169814,0.993175562564964,1.0
Pdcl,24H,0.21975972869881844,0.3606481858458446,1.0
Pdcl3,24H,-0.03358199430541653,0.9344524586268832,1.0
Pddc1,24H,-0.29694564039233917,0.24367641799291134,1.0
Pde10a,24H,-0.09932959913470718,0.8100936762319678,1.0
Pde11a,24H,0.33414523349544734,0.25209735909602277,1.0
Pde12,24H,-0.03159454193308697,0.9155372411279817,1.0
Pde1a,24H,-0.1645408130504702,0.7113835921021995,1.0
Pde1b,24H,-0.13660674234079018,0.5011256081370788,1.0
Pde1c,24H,0.0410071847620177,0.886373064790551,1.0
Pde2a,24H,0.05666309295570038,0.7414816481595834,1.0
Pde3a,24H,-0.07651298963634012,0.877369849637503,1.0
Pde3b,24H,0.160470702888885,0.7054724788961035,1.0
Pde4a,24H,0.030051923140680614,0.8868222307367332,1.0
Pde4b,24H,0.11935443789481504,0.6997803929746554,1.0
Pde4c,24H,0.2877522934080492,0.49304434050824086,1.0
Pde4d,24H,0.1422598629897731,0.5998609028315013,1.0
Pde4dip,24H,0.03521477023212327,0.9016540822426087,1.0
Pde5a,24H,-0.008410482604743308,0.9869214986493482,1.0
Pde6b,24H,-0.0774950390556306,0.9139097537326913,1.0
Pde6d,24H,-0.35804695176099344,0.19875468728484588,1.0
Pde6g,24H,0.3260761642452845,0.8003552396287773,1.0
Pde6h,24H,0.8271197260586098,0.3615638560848958,1.0
Pde7a,24H,0.14651927056662295,0.7802309109443222,1.0
Pde7b,24H,-0.04885973378836184,0.8214099603261286,1.0
Pde8a,24H,-0.21956187733881016,0.3393083135244036,1.0
Pde8b,24H,0.12321904120678262,0.5764046844899811,1.0
Pde9a,24H,0.07214143000956952,0.7754144582382378,1.0
Pdf,24H,0.0008053064612543182,0.9977091613873331,1.0
Pdgfa,24H,0.035811546008771344,0.9073296762217498,1.0
Pdgfb,24H,-0.2276814063243009,0.3882107232210412,1.0
Pdgfc,24H,0.28205577703783113,0.4711624344362575,1.0
Pdgfd,24H,0.2689450774659763,0.557653425493627,1.0
Pdgfra,24H,0.1020514760702067,0.692838608426022,1.0
Pdgfrb,24H,-0.09398861121398383,0.7901893528385846,1.0
Pdgfrl,24H,0.36632171240124833,0.10725466542521855,1.0
Pdha1,24H,0.08302574881144942,0.7682166777350418,1.0
Pdhb,24H,0.14127725929905033,0.5767167640315958,1.0
Pdhx,24H,0.050824640935939414,0.8368144152217896,1.0
Pdia3,24H,0.39737922539183934,0.3961237213632611,1.0
Pdia4,24H,0.3874321470882407,0.447988782916774,1.0
Pdia5,24H,-0.0031063252091936278,0.9955575628866928,1.0
Pdia6,24H,0.4189109286364463,0.34131189002481294,1.0
Pdik1l,24H,0.18806347823777614,0.5780881118082029,1.0
Pdk1,24H,0.11123115675093587,0.7451307017899585,1.0
Pdk2,24H,0.06862619614980758,0.7481384559553752,1.0
Pdk3,24H,0.029818454846280318,0.8517078041407035,1.0
Pdk4,24H,0.6605221610552672,0.016781990058822693,1.0
Pdlim1,24H,0.11223063752221396,0.6816674616222047,1.0
Pdlim2,24H,-0.588214473128243,0.008217640623783525,1.0
Pdlim3,24H,-0.07402401000908831,0.8784127771523312,1.0
Pdlim4,24H,-0.028741821228127407,0.8715429714288118,1.0
Pdlim5,24H,0.05840177420403592,0.8736934729335859,1.0
Pdlim7,24H,0.033291252685653916,0.9185163125816816,1.0
Pdp1,24H,-0.14135254021399568,0.8272477324403197,1.0
Pdp2,24H,0.2622811517637542,0.4705762686015109,1.0
Pdpk1,24H,0.13951083587863877,0.5755844649548217,1.0
Pdpn,24H,-0.12420756312256476,0.720323912438905,1.0
Pdpr,24H,0.08368367652751374,0.771056867112746,1.0
Pdrg1,24H,0.10859397250457548,0.7630458355706345,1.0
Pds5a,24H,0.13951346619343674,0.7092075812009504,1.0
Pds5b,24H,0.1868890259448026,0.6132636437869866,1.0
Pdss1,24H,0.23572316267316484,0.6958428598166352,1.0
Pdss2,24H,0.07385439100994962,0.8147011098716724,1.0
Pdxdc1,24H,0.12388835692750888,0.5482382171769646,1.0
Pdxk,24H,0.08979235316830447,0.6063042340590473,1.0
Pdyn,24H,0.00590683165839323,0.9720134817670775,1.0
Pdzd11,24H,0.11151853150035151,0.6129272140464328,1.0
Pdzd2,24H,0.2201115169928105,0.5345638474404107,1.0
Pdzd3,24H,-0.09699067568024411,0.8531781950303566,1.0
Pdzd4,24H,-0.0029185525270989388,0.9886821580487919,1.0
Pdzd7,24H,-0.00797364623872987,0.9866351117246073,1.0
Pdzd8,24H,0.10173645157967393,0.7464448829847316,1.0
Pdzk1,24H,-0.01899065801686528,0.9860788196602798,1.0
Pdzph1,24H,0.011008863471323238,0.9761210647624912,1.0
Pdzrn3,24H,0.1652724687428302,0.5845249445894399,1.0
Pdzrn4,24H,0.31598634372695944,0.5184680014846087,1.0
Pea15a,24H,0.08281944496271088,0.5406817565063468,1.0
Peak1,24H,0.19894169166989784,0.4801003475227444,1.0
Peak1os,24H,0.3090204461411856,0.2219736089564297,1.0
Pear1,24H,-0.2884133436491796,0.524359148267955,1.0
Pebp1,24H,-0.049485480914780666,0.6825533518729143,1.0
Pecam1,24H,0.09521009084510546,0.7409130003758112,1.0
Pecr,24H,-0.2243462311220572,0.5527646349504289,1.0
Pef1,24H,-0.0337469632396914,0.727689342373536,1.0
Peg10,24H,0.6016744591250216,0.16188618843834857,1.0
Peg13,24H,0.030231913473269145,0.8787656647384401,1.0
Peg3,24H,0.2755034969003187,0.5096245668850607,1.0
Peli1,24H,0.1513660979101772,0.6825847370558674,1.0
Peli2,24H,-0.04173464205612554,0.8149589217683543,1.0
Peli3,24H,-0.058379679390446526,0.7732427753839051,1.0
Pelo,24H,0.05485561133426664,0.6745486734262764,1.0
Pelp1,24H,-0.07474935537592842,0.6923209103110607,1.0
Pemt,24H,-0.19817912933468484,0.5292530719434826,1.0
Penk,24H,-0.10653823375211857,0.5987454091762071,1.0
Peo1,24H,0.1911057077952396,0.5238869729474533,1.0
Pepd,24H,-0.06550123787739714,0.27999017402959625,1.0
Per1,24H,0.4320461384645018,0.19495490319657935,1.0
Per2,24H,0.5036378748811572,0.23551021602015385,1.0
Per3,24H,0.059703536738719976,0.9121996854376184,1.0
Perm1,24H,-0.25015951548060666,0.4638208716744916,1.0
Perp,24H,0.1429631515461951,0.8465508749348261,1.0
Pes1,24H,0.025478316240889143,0.9026021594298549,1.0
Pet100,24H,-0.010847791566575893,0.9673326110840685,1.0
Pet117,24H,0.0,1.0,1.0
Pex1,24H,0.2651390702152572,0.4363221577427055,1.0
Pex10,24H,-0.06545943328761794,0.6504757390527413,1.0
Pex11a,24H,0.0402475218558056,0.7924720192125388,1.0
Pex11b,24H,-0.14945842423555256,0.46474750685838195,1.0
Pex11g,24H,0.04878681146361519,0.8923559215937373,1.0
Pex12,24H,-0.030003155655148106,0.8725391471576424,1.0
Pex13,24H,0.18059926340019672,0.6211341753564882,1.0
Pex14,24H,-0.12561406497121475,0.2722500786763516,1.0
Pex16,24H,-0.03056812101632289,0.7975682391485118,1.0
Pex19,24H,-0.08164417149800762,0.6619779843261941,1.0
Pex2,24H,-0.012139850370234129,0.9684239180507543,1.0
Pex26,24H,0.41885214498850676,0.37249203858798147,1.0
Pex3,24H,0.09434128240285666,0.7959827628759926,1.0
Pex5,24H,0.2794163608660991,0.29160980047116464,1.0
Pex5l,24H,0.015200454675950326,0.896872964315362,1.0
Pex6,24H,0.05926593067478514,0.7358345757488288,1.0
Pex7,24H,0.09307031002274258,0.7467600328357559,1.0
Pf4,24H,-0.43683204767274697,0.4361010203250441,1.0
Pfas,24H,-0.01375865911105123,0.9542081102319462,1.0
Pfdn1,24H,-0.08962750936169428,0.634622876295483,1.0
Pfdn2,24H,0.0837976133019609,0.3856441043366252,1.0
Pfdn4,24H,0.21993590036136013,0.49545859476472104,1.0
Pfdn5,24H,-0.11127470531504358,0.3170884761996503,1.0
Pfdn6,24H,0.10467720966678762,0.6949986338166301,1.0
Pfkfb1,24H,0.10964551446768622,0.8556988914901207,1.0
Pfkfb2,24H,0.34834858787461087,0.3696515636482574,1.0
Pfkfb3,24H,0.4785404555744037,0.10308939777225704,1.0
Pfkfb4,24H,-0.06178450125857182,0.766824824457401,1.0
Pfkl,24H,-0.11974047765520801,0.1924482179608301,1.0
Pfkm,24H,0.08953940044446007,0.6681226748191594,1.0
Pfkp,24H,0.19993675869056737,0.5521220100277006,1.0
Pfn1,24H,-0.009753301930190972,0.8692102735752635,1.0
Pfn2,24H,-0.00030281907004692243,0.9985232754569303,1.0
Pfn4,24H,0.15470295366057307,0.7362881744621669,1.0
Pgam1,24H,0.005584013833251689,0.9725883207981278,1.0
Pgam1-ps2,24H,-0.10735743225606775,0.43621664140818966,1.0
Pgam2,24H,-0.19497879513889238,0.07688317429766703,1.0
Pgam5,24H,0.2775106199084174,0.5311044119884941,1.0
Pgap1,24H,0.32091673941872756,0.3852741014731354,1.0
Pgap2,24H,-0.017979913382619728,0.8851959257320293,1.0
Pgap3,24H,-0.009597943160705391,0.9165405350843461,1.0
Pgbd1,24H,-0.2946782276761235,0.5360207462703203,1.0
Pgbd5,24H,-0.26249015441472956,0.023894934610540725,1.0
Pgd,24H,-0.08780092876234313,0.6063119828757281,1.0
Pgf,24H,-0.02280636186579965,0.9329633118975865,1.0
Pggt1b,24H,0.30668170194188527,0.5437809006821805,1.0
Pgk1,24H,0.09725877307361763,0.5790605760124107,1.0
Pgk1-rs7,24H,0.01377710905034979,0.9702688656032162,1.0
Pgls,24H,-0.06780858922851252,0.7177257587665608,1.0
Pglyrp1,24H,0.3094439177733497,0.4727542354233593,1.0
Pgm1,24H,-0.040783012307850086,0.9234613288958792,1.0
Pgm2,24H,0.08149938326255501,0.6623424892235774,1.0
Pgm2l1,24H,0.23998425706581017,0.46135459354651465,1.0
