gene,n_datasets,meta_Z,meta_p,consistency,n_sig,mean_log2FC,GSE276942_log2FC,GSE215410_log2FC,GSE174412_log2FC,GSE276942_p,GSE215410_p,GSE174412_p,meta_padj
Ifit2,3,-0.6567559934573973,0.5113378244136884,0.6666666666666666,0,-0.23438898917025272,-0.32222934865650465,0.06573073281241282,-0.4466683516666663,0.3713912071837592,0.24641114783456763,0.48743948607517557,0.9999814863457843
Ap3b2,3,-0.6567355890766078,0.5113509465520163,0.6666666666666666,0,-0.039894139229911474,-0.0599606284820986,-0.10870990420763604,0.04898811500000022,0.8092723349207421,0.16217188716453337,0.9720189215550715,0.9999814863457843
Fbxo22,3,-0.6565705023807912,0.5114571209281744,0.6666666666666666,0,-0.3737232223935291,-0.05923700105004315,0.07257123920278907,-1.1345039053333332,0.7892980912304878,0.7039109787137756,0.17310261538911806,0.9999814863457843
Sipa1l3,3,-0.6565024895386702,0.5115008662686644,1.0,0,-0.05112436495718279,-0.05573653800756695,-0.02110665786398158,-0.07652989899999985,0.5173306924459204,0.9440325937868219,0.8391591590682164,0.9999814863457843
Gm42551,2,-0.6564635577498004,0.5115259077769296,1.0,0,-0.19343014316541116,,-0.03669343633082151,-0.3501668500000008,,0.5000000000000001,0.7666404050603361,0.9999814863457843
Gm21992,3,0.656415779270686,0.5115566404832046,0.6666666666666666,0,0.1299557721298501,0.3674595864227923,0.08130121730009177,-0.05889348733333377,0.5103984279226061,0.6443137200388431,0.8892431518876998,0.9999814863457843
Hist1h2bn,3,-0.6564154481833565,0.5115568534529455,1.0,0,-0.15911780631998426,-0.35459377409122284,-0.07152895786872995,-0.051230687,0.6044471423079809,0.6665036011304202,0.8589772336113052,0.9999814863457843
Lhpp,3,-0.6563240865695159,0.5116156229769782,0.6666666666666666,0,-0.045499156363660344,-0.033473807087027296,-0.16837583867062023,0.06535217666666648,0.687802620649593,0.210551351864332,0.8017133108724328,0.9999814863457843
Jpt2,2,-0.6562497761526052,0.5116634266998907,0.5,0,-0.09623760434759543,,0.19861836097147556,-0.3910935696666664,,0.3906488663471317,0.12159120474718726,0.9999814863457843
Acp2,3,-0.6562021739806004,0.5116940502943521,0.6666666666666666,0,0.10008582037380147,-0.11965060006058081,-0.07552631081801309,0.4954343719999983,0.4801223773847704,0.4079377997289337,0.5904460896793052,0.9999814863457843
Gm37109,2,0.6561961314413044,0.5116979376701201,0.5,0,0.12126875803421985,,-0.0373782579315603,0.279915774,,0.7167819456782054,0.252897329423664,0.9999814863457843
Ranbp10,3,-0.6560299485518544,0.5118048549458716,1.0,0,-0.3888545060136697,-0.023501222516335574,-0.15941368419133983,-0.9836486113333338,0.9258292090680135,0.4309460590978244,0.44124201616900516,0.9999814863457843
Zfp810,3,-0.6559689611162383,0.5118440954261585,0.6666666666666666,0,0.09957886252228161,-0.39925621861409333,0.13807260718093772,0.5599201990000005,0.16720444873976056,0.3248515260847818,0.6422000818942413,0.9999814863457843
Gm6685,3,0.6559116705764919,0.5118809586830948,0.6666666666666666,0,0.13726474920823073,0.6811508321484565,-0.30845500819043103,0.039098423666666715,0.18520400099286521,0.13533090051098265,0.9457787518849718,0.9999814863457843
Efhb,3,0.655859276382044,0.5119146726285113,0.6666666666666666,1,0.21440366443843697,0.06052766962957623,0.6257949843524014,-0.04311166066666669,0.9512178615119602,0.031185137018818407,0.7793719494440169,0.9999814863457843
Gm4070,3,-0.6557795271156862,0.5119659908890979,0.6666666666666666,0,-0.12679604559447707,-0.6095750126438539,0.22993082719375607,-0.0007439513333333397,0.17791839156118455,0.1376939673572102,0.9888649267759915,0.9999814863457843
Kif2c,2,-0.6557396226642138,0.511991670214798,1.0,0,-0.010359821861874507,,-0.007573552390415683,-0.013146091333333334,,0.956317819152422,0.4226497308103743,0.9999814863457843
Ppp2r5c,3,-0.6556663766788974,0.5120388072439523,0.6666666666666666,0,-1.3227344706716238,-0.11900726669396633,0.222858114679104,-4.072054260000009,0.4697654104631789,0.2595608946377648,0.30685865798732614,0.9999814863457843
Il16,3,-0.6554359318929589,0.5121871234143318,0.6666666666666666,0,-0.014798361305171287,-0.12347881527666438,0.048825412694483816,0.0302583186666667,0.14403147470746272,0.3549027993054861,0.4962826079498345,0.9999814863457843
Rhbdl3,3,0.6554283721292081,0.5121919893203695,1.0,0,0.1754544067311116,0.04052736456732653,0.0701581456260083,0.41567771,0.7238374668962317,0.7250931444559455,0.5600207137549291,0.9999814863457843
Gm8066,3,-0.6553139619793008,0.5122656333268887,0.6666666666666666,0,-0.15629721999430188,-0.36677262044208003,-0.616615194874159,0.5144961553333334,0.3196988617186091,0.1921082865140193,0.12570895282136607,0.9999814863457843
2900079G21Rik,3,-0.655243866538183,0.5123107553830654,1.0,0,-0.27477712366574863,-0.006921954110408635,-0.8087502648868372,-0.008659151999999996,0.9604422518156577,0.1346613304971279,0.7792392600771849,0.9999814863457843
Zcchc4,3,-0.655159650847599,0.5123649697110655,0.6666666666666666,0,-0.1460790548862517,-0.08469071393703587,0.03734647427828097,-0.39089292500000017,0.7122260267862149,0.7802719639631389,0.28700252427545087,0.9999814863457843
Disp3,2,-0.6551388033848684,0.51237839084524,1.0,0,-0.14680081060929412,,-0.23395496355192158,-0.05964665766666666,,0.43325342095693437,0.8368346396433688,0.9999814863457843
Faf1,3,-0.6548460455023182,0.5125668812373344,0.6666666666666666,0,-0.12239652182455589,-0.14038841782706335,0.09406995935339602,-0.3208711070000003,0.42063466833823027,0.5248688258656025,0.6550150440004499,0.9999814863457843
Gm5113,3,-0.6547934586392894,0.5126007428001105,0.6666666666666666,0,0.03788131558398936,-0.18662726564176246,-0.09622138493960186,0.3964925973333324,0.2755582279110669,0.5796481269941527,0.263526526712111,0.9999814863457843
Tlcd2,3,-0.6547672487589737,0.5126176202168804,0.6666666666666666,1,0.14087292175198504,0.3149015426029309,0.15771307965302422,-0.049995857000000005,0.5677258840158012,0.4210234146469823,0.0005599447043546179,0.9999814863457843
Plcd3,3,-0.6547653103111719,0.5126188684596247,1.0,0,-0.18287227560810093,-0.060920425684508395,-0.4082998438064611,-0.07939655733333331,0.82657228300019,0.2994461252992243,0.763770229473635,0.9999814863457843
Slc16a9,3,-0.6547352539799783,0.5126382231155877,0.6666666666666666,0,0.03492414096922569,-0.392458775904724,0.5611833184790678,-0.0639521196666667,0.41850283309818315,0.5642090729493703,0.696205581752406,0.9999814863457843
Shank3,3,-0.6547231178277585,0.5126460382509044,1.0,0,-0.2987556649875615,-0.029639656157426586,-0.36454851847192415,-0.5020788203333337,0.7698035176985275,0.31597528167807737,0.8604328487705051,0.9999814863457843
Srf,3,0.6546477148889501,0.5126945957381722,0.6666666666666666,0,-0.10379437819934163,0.1107476731115149,-0.5024754990428733,0.08034469133333344,0.1613771781037358,0.07896625951710497,0.9024030735783711,0.9999814863457843
C230037L18Rik,3,-0.6542263799760363,0.5129659683298486,0.6666666666666666,0,-0.11588524832947529,-0.3532517725925661,0.06271447460414015,-0.057118446999999906,0.4505179423311692,0.8436711697386257,0.847108615914308,0.9999814863457843
Gm43952,2,0.6541714625468013,0.513001344955281,0.5,0,0.068145445,,0.0,0.13629089,,1.0,0.3983723421406892,0.9999814863457843
N4bp2,3,0.6541589223616461,0.5130094232507876,0.6666666666666666,0,0.13253858865357726,0.151253357575591,0.441795357385141,-0.1954329490000002,0.6688422273818854,0.2163506125988951,0.7661015784614823,0.9999814863457843
Zfp870,3,-0.6541363238789644,0.5130239811952675,0.6666666666666666,0,-0.027853063468820476,-0.24165206609627798,-0.043299383976850514,0.20139225966666707,0.3492546842034445,0.8895790981639526,0.6458221969055828,0.9999814863457843
Golga7,3,-0.6539930449203675,0.5131162865201238,0.6666666666666666,0,0.15029244029337838,-0.1343937010897971,0.26955513596993264,0.31571588599999956,0.2708696971015503,0.5081254442257065,0.8809463199298381,0.9999814863457843
Gm28229,3,-0.6539373383517327,0.5131521769786206,0.6666666666666666,0,-0.13608820084450324,-0.2749623105548631,-0.265811604978647,0.13250931300000035,0.5456524085601999,0.4699460748238646,0.805615976135646,0.9999814863457843
Ddx31,3,0.6538968092347132,0.5131782897764428,0.6666666666666666,0,0.13557351271580767,-0.006619880732994687,0.1672105422137511,0.24612987666666664,0.9849706255813759,0.4990414458159169,0.27616422863376616,0.9999814863457843
4930518I15Rik,3,0.6538960200923698,0.5131787982255372,1.0,0,0.23784670465808255,0.04159969814387843,0.04778331916370271,0.6241570966666665,0.927130038002284,0.8172905093055511,0.22144532890108348,0.9999814863457843
Zfp775,3,-0.6538729783072519,0.5131936443000853,0.6666666666666666,0,-0.014418062950786589,-0.1844804116524026,-0.11837009719995706,0.2595963199999999,0.4489347535498639,0.1964005086406189,0.30330238946586513,0.9999814863457843
Polr3gl,3,-0.6538722974436836,0.5131940829913428,1.0,0,-0.1251339230063954,-0.05901527197013934,-0.11720811604904746,-0.1991783809999994,0.8233846437259819,0.41389522825960706,0.6384169549223823,0.9999814863457843
Synrg,3,-0.6538481336787959,0.5132096522169587,0.6666666666666666,0,0.059982343943036774,-0.16974200204205125,0.023806425871160997,0.3258826080000006,0.24926005902021145,0.7829607556940257,0.5674034979649518,0.9999814863457843
Rps18-ps3,3,-0.6537593642749203,0.5132668503361033,0.6666666666666666,0,-0.09884564974849297,-0.33006933394530114,-0.4703169583001777,0.503849343,0.36781679007016765,0.11953527825150624,0.12249817129671439,0.9999814863457843
Fcnaos,2,-0.6537088821976862,0.513299379689475,1.0,0,-0.27464914982131533,-0.17206381948825777,-0.3772344801543729,,0.7234830838022152,0.3744226391020565,,0.9999814863457843
Tmem106c,3,-0.6536756988086159,0.513320762797453,0.6666666666666666,0,0.42426502540133954,-0.1906820111514591,0.05836360868881041,1.4051134786666672,0.12441188358682044,0.6328816684951024,0.22730843877207013,0.9999814863457843
Cntrob,3,-0.6536040563688207,0.5133669301888694,0.6666666666666666,0,-0.11200873710759351,-0.27737006803699416,-0.19198092595245297,0.13332478266666659,0.4307434948696164,0.23144417415198434,0.3095112809774476,0.9999814863457843
Cep70,3,-0.6535603005881545,0.5133951280900481,0.6666666666666666,0,-0.3733168969649405,-0.22560197619000988,0.1587452056285219,-1.0530939203333336,0.61000781419182,0.5115738023467714,0.28235263221169765,0.9999814863457843
Dll3,3,-0.6534244648989808,0.5134826709487548,0.6666666666666666,0,-0.0569841693355593,-0.10117332069052853,-0.0918172096494827,0.022038022333333337,0.7971030312257608,0.05501752135405674,0.616174950175728,0.9999814863457843
Hs3st2,3,0.6532469629254605,0.5135970784441907,0.6666666666666666,0,-0.19472203147965259,0.2773097265489266,-0.35096021798788524,-0.5105156029999991,0.15053743883269627,0.26206552508848496,0.6334786253063887,0.9999814863457843
Isl1,2,0.6532179779284131,0.513615761755276,1.0,0,0.17348698444224414,,0.10474693655115472,0.24222703233333354,,0.5973158940887748,0.6803579127821043,0.9999814863457843
2700081O15Rik,3,-0.6531559672367051,0.5136557341407986,1.0,0,-0.1702636606707836,-0.07171167946075307,-0.4325134252182643,-0.00656587733333347,0.846293003529969,0.16007347136458122,0.9606542366669963,0.9999814863457843
Lats1,3,-0.6531286799413984,0.5136733241735449,0.6666666666666666,0,-0.5985247638512599,-0.12363676427889025,0.1711140810584455,-1.8430516083333348,0.48013784361642614,0.2378068149434838,0.27401175152341956,0.9999814863457843
Them7,2,0.6529971129483622,0.513758139753196,1.0,0,0.025996999122359983,,0.0387260935780533,0.01326790466666666,,0.5000000000000001,0.7700594965926882,0.9999814863457843
Faxc,3,0.6529105328071928,0.5138139582206332,0.6666666666666666,0,0.1365646568296451,0.04736454294585357,-0.18528323912358768,0.5476126666666694,0.5678058503034219,0.3260709418182735,0.225543485017019,0.9999814863457843
Grip1os3,2,-0.6528772366005998,0.5138354252214294,1.0,0,-0.04297440450070175,,-0.002907492334736833,-0.08304131666666667,,0.9599239303975658,0.42264973081037416,0.9999814863457843
Ncor2,3,-0.6528691892174328,0.5138406136657021,1.0,0,-0.2276904147090318,-0.03387471395875963,-0.3233189808350021,-0.3258775493333337,0.7922120421227044,0.3427652533546085,0.7824092251464481,0.9999814863457843
Plekhg6,2,-0.6528134800927495,0.5138765321373966,1.0,0,-0.1103643619849733,,-0.21547746130327994,-0.005251262666666666,,0.3865459335967761,0.8919987007893223,0.9999814863457843
Prrc2b,3,-0.652755844242755,0.513913694240548,0.6666666666666666,0,0.4811247498222671,-0.04660916433584994,-0.1910772161973533,1.6810606300000046,0.6475693314163316,0.24809212775140668,0.767423022265639,0.9999814863457843
Pcyox1,3,-0.6527493578526619,0.5139178765843945,1.0,0,-0.10932102401673867,-0.09321697385317051,-0.06456064819704554,-0.17018544999999996,0.6353533265609294,0.5339492368767511,0.917237965453225,0.9999814863457843
Retreg3,2,-0.6526549791310285,0.5139787328162798,1.0,0,-0.09007928108597962,,-0.16126013950529305,-0.018898422666666193,,0.3121309905812617,0.9862042082419484,0.9999814863457843
Htr2b,2,0.6526478755400533,0.5139833134260732,0.5,0,0.030753953196790487,,-0.0020309926064190353,0.06353889900000001,,0.9919935064206133,0.3949036966293153,0.9999814863457843
Gdpd3,3,-0.6524375363995407,0.5141189560738438,0.6666666666666666,0,-0.08785929388320508,-0.4212391939595781,0.22600612097662953,-0.0683448086666667,0.42725404530912864,0.4238443473941122,0.5494964152958751,0.9999814863457843
Tmbim6,3,-0.652414598195437,0.5141337494952543,0.6666666666666666,0,0.02946920247437923,-0.11488687299116762,0.007800902414306421,0.1954935779999989,0.36304231122868413,0.9462169320222119,0.8101082693108296,0.9999814863457843
Mchr1,3,0.6523740742638685,0.51415988493309,0.6666666666666666,0,0.17493829572471972,0.06307795386017823,-0.3468089450193519,0.8085458783333328,0.2963291921461619,0.06993060620170811,0.36609772494903536,0.9999814863457843
Eci2,3,0.6523451435650817,0.5141785438731452,1.0,0,0.09014919521994018,0.04726929150577952,0.05459671282070744,0.16858158133333356,0.737340252458625,0.8477221436336771,0.4574936036529637,0.9999814863457843
Sae1,3,-0.6521668517665684,0.5142935414697338,1.0,0,-1.2019276676580688,-0.016480096010287326,-0.03389361363058896,-3.55540929333333,0.9284260212206067,0.7937985719619977,0.231278162109967,0.9999814863457843
Rraga,3,-0.6521549230856896,0.5143012359051474,0.6666666666666666,0,-0.20019733788272406,-0.11166856852979024,0.16361310154828157,-0.6525365466666635,0.33517580352755905,0.40014489887692806,0.7808361503890477,0.9999814863457843
Fbln7,3,-0.6520930123570652,0.5143411715507742,0.6666666666666666,0,-0.13482333047417208,-0.35524690460053776,-0.07198862082197843,0.022765533999999976,0.4215269088831751,0.8703197699023142,0.8342991489615413,0.9999814863457843
Crygn,2,-0.6520555993928447,0.5143653056435393,1.0,0,-0.19952479872364548,-0.08438963411211242,-0.31465996333517854,,0.8325162474494051,0.21255559267859384,,0.9999814863457843
Chm,3,-0.6520528448665557,0.5143670825373237,0.6666666666666666,0,-0.2963202796756397,-0.24350302173489702,0.2901176960413112,-0.9355755133333332,0.35263289713348295,0.18641730085734962,0.45863425374162753,0.9999814863457843
Gm9844,3,0.6519048951066412,0.5144625268705587,0.6666666666666666,0,0.15182776273291512,0.09462516586114589,-0.22795838732906715,0.5888165096666667,0.7385164616865239,0.45635088559240855,0.13101316442725508,0.9999814863457843
Samd1,3,-0.6518828689727459,0.5144767370061399,0.6666666666666666,1,0.473990428975239,-0.06868341846554493,-0.30729910760873835,1.7979538130000003,0.6184325992655806,0.04744669144491437,0.28979340134095466,0.9999814863457843
Hddc2,3,-0.6518714724224236,0.514484089557897,0.6666666666666666,0,-0.03209139831702797,-0.22616679347599167,-0.00047300980842557294,0.13036560833333333,0.2846433717117999,0.996868225236257,0.5262611614931736,0.9999814863457843
Cox11,3,-0.6518498847714048,0.5144980171081948,0.6666666666666666,0,-0.22921326334192993,-0.08495080901542629,-0.7175393460103636,0.11485036500000012,0.6088641182077149,0.40822884497039535,0.8857104589863546,0.9999814863457843
Krt1,3,-0.6515400153370812,0.5146979549485963,1.0,0,-0.12540642626626497,-0.050087252370607516,-0.1817908140948541,-0.1443412123333333,0.8578124328051997,0.5841329012578477,0.4377050322425408,0.9999814863457843
1700097M23Rik,2,-0.6515228867608873,0.5147090080407604,1.0,0,-0.0217586089288583,,-0.033367565524383275,-0.010149652333333328,,0.40587525291935644,0.8709423854719996,0.9999814863457843
Rnf122,3,-0.651519792085977,0.5147110050516014,0.6666666666666666,0,-0.06445811339784084,-0.03979250536570067,-0.16858756416115517,0.015005729333333329,0.5956857305131258,0.4153541801360057,0.8620898500677765,0.9999814863457843
Vps33a,3,-0.6514562149150233,0.5147520326428046,0.6666666666666666,0,0.1950003970898028,-0.04934720677280602,-0.21346204529111912,0.8478104433333336,0.7648117989405693,0.14946897192446468,0.8384013197078849,0.9999814863457843
1700006E09Rik,2,-0.6512639781174477,0.5148760971427999,1.0,0,-0.0590149511123908,,-0.005138059891448277,-0.11289184233333333,,0.961956723113777,0.42264973081037416,0.9999814863457843
Skida1,3,-0.6511268495852086,0.5149646057311599,0.6666666666666666,0,-0.15930414370352539,0.037655812730426064,-0.08150168850766892,-0.43406655533333327,0.8857153376147933,0.18652238770936544,0.4147395217990437,0.9999814863457843
Gm26548,2,-0.6511026846948732,0.5149802035984772,0.5,1,0.000906460029751914,,-0.07574880194049617,0.077561722,,0.019844061059975278,0.2885617993718872,0.9999814863457843
Gm38155,2,-0.6510619311770645,0.5150065095899006,0.5,0,-0.13680323161560975,,-0.2836135652312195,0.010007102,,0.19954879841474768,0.8360757777962682,0.9999814863457843
Ces5a,3,0.6510581595135637,0.5150089441965594,1.0,0,0.07470697083044318,0.07126992825885514,0.14593582256580773,0.006915161666666669,0.7666058318799712,0.2657690968931837,0.9455945979153998,0.9999814863457843
Twf1,3,-0.6509354401137755,0.5150881627614877,0.6666666666666666,0,-0.14189169198803242,-0.14708702506591642,0.1881603024351488,-0.46674835333332965,0.3511303486714239,0.35718403068348803,0.685256440695695,0.9999814863457843
Lgals3bp,3,-0.6509346863960283,0.5150886493254545,0.6666666666666666,0,-0.09280611121705405,-0.7270642183626688,0.3405739907115066,0.108071894,0.17609661916465127,0.625171734940453,0.4105745551890593,0.9999814863457843
Hivep2,3,-0.6508871554962081,0.5151193334730378,0.6666666666666666,0,0.4055528902226258,-0.12963933434612862,-0.04845364165266375,1.3947516466666698,0.44744487176215775,0.6109891613258199,0.6874022281521144,0.9999814863457843
Yipf4,3,-0.6508082859337887,0.515170250767985,0.6666666666666666,0,-0.7323492032901505,-0.17248191889722975,0.21710753236010927,-2.241673223333331,0.5127900247838058,0.26673951545448266,0.25491097644918614,0.9999814863457843
Khdrbs1,3,-0.6507156237458965,0.5152300757646454,0.6666666666666666,0,0.3669148985736494,-0.1628260098606873,-0.04642392775169668,1.309994633333332,0.3907823513062616,0.690853760358585,0.6049597830288362,0.9999814863457843
Sp3,3,-0.6506339175088234,0.5152828303217243,0.6666666666666666,0,-0.5719195584475996,-0.19808510018295067,0.24339784917348606,-1.761071424333334,0.4729357205824111,0.176075912670904,0.22845227862930945,0.9999814863457843
Cyhr1,3,-0.6504657028206267,0.5153914488701173,1.0,0,-0.10954379146775602,-0.03655912498361502,-0.12583296908632047,-0.16623928033333257,0.7092565775692538,0.43637783030629346,0.855856683652036,0.9999814863457843
Tiprl,3,-0.650462972267778,0.5153932121238561,0.6666666666666666,0,-0.22486840543306444,-0.12727389235827502,0.0824409710590821,-0.6297722950000004,0.4777868658881564,0.6702329799653113,0.6431604172719539,0.9999814863457843
Gm43314,2,0.6504500457113839,0.5154015594865407,1.0,0,0.05118425719962262,,0.04405745339924522,0.058311061000000025,,0.842834058485436,0.49787259594916083,0.9999814863457843
Gm15927,3,0.6504341810445013,0.5154118042388405,0.6666666666666666,0,0.06185453477097236,0.3637409202957018,-0.1938517209827848,0.015674405000000058,0.2807908784987272,0.3096199627872381,0.8590062328589522,0.9999814863457843
Plxna4os2,2,-0.6504136852351152,0.5154250397498579,1.0,0,-0.04059676911698206,,-0.013189753233964124,-0.068003785,,0.9630282383897502,0.42264973081037416,0.9999814863457843
Apoe,3,-0.6503594818045855,0.5154600433701697,0.6666666666666666,0,-0.026958972556971144,-0.116334340086226,-0.1788636275846862,0.2143210499999988,0.5777877716564017,0.574128548196048,0.9804521690059333,0.9999814863457843
Smarcc1,3,-0.6503185704744369,0.5154864640034434,0.6666666666666666,0,-0.34758745137954933,-0.09550815323781237,0.026836529099164785,-0.9740907300000003,0.6985704095969549,0.6883100150974141,0.265125331102911,0.9999814863457843
Alms1-ps2,2,0.6502279211190125,0.5155450080747712,0.5,0,0.1396379742650161,,0.3058550638633656,-0.026579115333333403,,0.1815909741971693,0.8015863236278343,0.9999814863457843
Gm4951,2,0.6501388109327352,0.5156025614679796,0.5,0,0.24946379405664929,,0.5911853414466319,-0.09225775333333336,,0.1391322757480508,0.7126514855875019,0.9999814863457843
Cox7a2l,3,-0.649924406546219,0.5157410520036182,1.0,0,-0.3536454951269284,-0.05018010938089468,-0.12976935599989137,-0.8809870199999992,0.6883655569156321,0.5211621040438834,0.8155647327800075,0.9999814863457843
Nras,3,-0.6499228590103739,0.5157420516758435,0.6666666666666666,0,-0.26118039930843934,-0.30930594320409455,0.025743799278775903,-0.4999790539999993,0.449575826149982,0.8029711197084218,0.8245442290181318,0.9999814863457843
Gm26696,2,-0.6498917615611388,0.5157621401191335,1.0,0,-0.13236827779530175,,-0.24956739259060345,-0.015169163000000013,,0.41715613850915945,0.8598776029011564,0.9999814863457843
Sdhaf2,3,0.6497803825668275,0.5158340924577061,0.6666666666666666,0,0.4065641956672111,-0.06023874850795963,0.08669976350959274,1.1932315720000002,0.7072646942863074,0.16168430798421426,0.21842242614754834,0.9999814863457843
Gm15479,2,0.6494765151876005,0.5160304213820373,0.5,0,0.2170902082610577,,-0.00023410714455134735,0.4344145236666668,,0.9967997975903234,0.39993045913653125,0.9999814863457843
Sc5d,3,-0.6494110643908453,0.5160727142596946,0.6666666666666666,0,-0.8863550456452026,-0.05809065498655741,0.10332574138428363,-2.704300223333334,0.7823411829548802,0.3910317698581728,0.08616693010035122,0.9999814863457843
6330403L08Rik,3,-0.649379055395922,0.5160933984287982,0.6666666666666666,0,-0.03401118625431154,-0.12939184676416993,-0.16826232933209795,0.19562061733333325,0.47673436611673475,0.41195392153223054,0.5751414971118127,0.9999814863457843
Gm28914,2,-0.6493461220321334,0.5161146803725571,0.5,0,-0.09728641441332678,,0.0035750651733464367,-0.198147894,,0.968247429386919,0.38386114051116416,0.9999814863457843
Gm11706,2,0.6492837453274356,0.5161549902118054,1.0,0,0.0874739568927781,,0.10415229978555621,0.070795614,,0.4872076301977979,0.7864256157248388,0.9999814863457843
Smim11,3,0.649278366330178,0.5161584663698582,0.6666666666666666,0,0.24984032665885136,0.09797072888462388,-0.14015382457473624,0.7917040756666665,0.5917941465984009,0.7668476074482404,0.4738527702829095,0.9999814863457843
Gm5087,3,-0.6492765752121824,0.5161596238762555,1.0,0,-0.11354404049335938,-0.1736705305866617,-0.15640821989341647,-0.010553370999999992,0.7152424407656435,0.44264793641488437,0.8382713267786237,0.9999814863457843
Meox1,3,0.6492437189749912,0.5161808573921932,0.6666666666666666,0,0.07694826506810346,0.10044100492728614,0.14018708727702422,-0.009783296999999996,0.521864731481761,0.6860224377835787,0.9417963747473401,0.9999814863457843
Gm42440,2,-0.6492337400118912,0.51618730643921,1.0,0,-0.3411561697349969,,-0.1311080144699933,-0.5512043250000005,,0.49278341381031243,0.780911394507486,0.9999814863457843
Vav1,3,-0.649185272768405,0.5162186296798171,0.6666666666666666,0,-0.008002431721755817,-0.1469090026910198,0.15024768985908565,-0.027345982333333296,0.2375808416929044,0.20344850833700429,0.8649937126066511,0.9999814863457843
Bmp8b,3,-0.6490201362967796,0.5163253609006079,0.6666666666666666,0,-0.1486085321513055,-0.08529434031603866,-0.36801181447121123,0.007480558333333333,0.6968153231446453,0.1855544633417895,0.7624905238573284,0.9999814863457843
Rtl5,2,-0.6489765054061724,0.5163535623856248,0.5,0,-0.10346216822067267,,-0.23592661410801208,0.029002277666666743,,0.2742985213734484,0.956311422430245,0.9999814863457843
Gm15083,2,-0.6489516522017084,0.5163696269866311,0.5,0,-0.019365861974319942,,0.12129232071802679,-0.16002404466666667,,0.5781897650773324,0.19642978626909752,0.9999814863457843
Gm38355,2,-0.648918398418061,0.5163911219547838,0.5,0,-0.0706830264584771,,0.03578415974971247,-0.17715021266666667,,0.6867592379946328,0.24320716397886202,0.9999814863457843
Gm44056,2,0.6488604532107066,0.5164285783614198,0.5,0,0.06861301220215757,,-0.00027015359568484387,0.137496178,,0.997721671254741,0.4009046181937209,0.9999814863457843
Rbbp7,3,0.6488579706110084,0.5164301831720872,0.6666666666666666,0,0.2893539070239222,-0.09720514251755041,0.2220036335893134,0.7432632300000037,0.5742627691205014,0.18969837763278452,0.09140996890473446,0.9999814863457843
Cers4,3,-0.6488408897884829,0.5164412246864308,1.0,0,-0.212204359014487,-0.16862862551657543,-0.038147786860219135,-0.4298366646666665,0.6267090562073923,0.763310747188892,0.740640721445624,0.9999814863457843
Ush1g,3,-0.648737987763464,0.5165077459800559,0.6666666666666666,0,-0.2450769643138708,-0.4268085169277094,-0.35270382268056966,0.04428144666666667,0.33251934254084076,0.26992568901161584,0.18386390793174828,0.9999814863457843
D930036K23Rik,3,0.6487118339428309,0.5165246538962602,0.6666666666666666,0,0.2041847292325322,0.22626905909449535,-0.08953899506356522,0.4758241236666665,0.7949637745186594,0.47487606295375384,0.10278655373119627,0.9999814863457843
Plagl1,3,0.6486327403521311,0.5165757880488868,0.6666666666666666,0,0.35435646997564696,-0.19731499145408016,0.4824347433810212,0.7779496579999998,0.6930980732250503,0.09545090407864965,0.2941795207135579,0.9999814863457843
Gm44033,2,-0.6486293840854903,0.5165779579394996,1.0,0,-0.18593367054785237,,-0.003111370762371335,-0.3687559703333334,,0.9769859457816666,0.4157464880412229,0.9999814863457843
Sncb,3,-0.648361692087702,0.516751041151276,0.6666666666666666,0,-0.010915174908696201,-0.05634480619221094,-0.5191745318672112,0.5427738133333335,0.6554240429492294,0.3486636501398205,0.9156023116619175,0.9999814863457843
Gm43177,2,-0.6483429484532834,0.5167631614603181,0.5,0,-0.10278436732633842,,0.038785212013989816,-0.24435394666666665,,0.7038795311540271,0.2512376919154944,0.9999814863457843
Gm17250,2,-0.6483087564059562,0.5167852716489112,1.0,0,-0.07010976904503559,,-0.002596036423404495,-0.13762350166666668,,0.9656810939313661,0.42264973081037416,0.9999814863457843
Rab5b,3,-0.648234661655941,0.5168331864867124,1.0,0,-0.12782050285364654,-0.04614749341915214,-0.1836394784751203,-0.1536745366666672,0.7489505142014461,0.2775051030889647,0.9720837201521131,0.9999814863457843
Elob,2,0.6481214102765465,0.5169064271816504,0.5,0,0.04061458164416187,,0.09648214328832339,-0.015252979999999638,,0.3026683861673889,0.9961185043450469,0.9999814863457843
Sv2c,3,0.6480276764556928,0.5169670497605425,1.0,0,0.941731596390483,0.005457196234576855,0.2609642129368739,2.558773379999998,0.964323133420471,0.28747637295726364,0.5314857673530544,0.9999814863457843
Zbtb46,3,-0.647959746074429,0.5170109862029153,0.6666666666666666,0,-0.23693636813043337,0.00114086391944479,-0.44288755231074495,-0.2690624159999999,0.996458227069881,0.2978904369018113,0.4553868965400929,0.9999814863457843
Ext1,3,-0.6479567152446063,0.5170129465472992,0.6666666666666666,0,-0.013563696491326382,-0.12895032333330114,-0.0142903488073447,0.1025495826666667,0.46134162809474993,0.8363144221870297,0.9084685919479845,0.9999814863457843
Tcp10b,3,-0.6479110245490337,0.5170424998107679,0.6666666666666666,0,-0.10931396724457661,-0.6463040517294649,0.13675206066240175,0.18161008933333336,0.09055202828633556,0.6657269861986689,0.11332785538441596,0.9999814863457843
