gene,n_datasets,meta_Z,meta_p,consistency,n_sig,mean_log2FC,GSE276942_log2FC,GSE215410_log2FC,GSE174412_log2FC,GSE276942_p,GSE215410_p,GSE174412_p,meta_padj
Bach2,3,0.12079636265720513,0.9038523311876651,0.6666666666666666,0,0.10739189247420054,-0.10414377748994852,0.09976525257921676,0.3265542023333334,0.5744192089557724,0.7115719135132077,0.24484437294470282,0.9999814863457843
Gm33027,2,0.12070811066278839,0.9039222345947893,0.5,0,0.028756313585540108,,0.06298598483774687,-0.005473357666666651,,0.7781961893402295,0.9408914396323349,0.9999814863457843
Dpysl3,3,-0.12064537859114377,0.9039719244124064,0.6666666666666666,0,0.047935300606180085,-0.07383621730383538,-0.02303054854429032,0.24067266766666595,0.807683654206084,0.8116866921126206,0.6849478431519067,0.9999814863457843
Olfr859,2,0.12061128845547646,0.903998927227295,0.5,0,-0.017184438210973346,,0.0387260935780533,-0.07309497,,0.5000000000000001,0.6928354554922747,0.9999814863457843
Akr1c13,2,0.12053040248491607,0.9040629974924826,0.5,0,-0.014351536493094341,,0.243042730680478,-0.2717458036666667,,0.08372627020407403,0.20893600934433118,0.9999814863457843
Lnpk,2,0.12053008068882533,0.9040632523903549,0.5,0,-0.07179551813242435,,0.17132580773515205,-0.31491684400000075,,0.5215846620365011,0.7131023427738766,0.9999814863457843
Lbhd1,3,-0.12052473265627299,0.9040674886213832,0.6666666666666666,0,0.02582173799804251,-0.12433652227255365,0.14063363526668127,0.06116810099999992,0.6152634467468463,0.4387394307722208,0.9054848346033203,0.9999814863457843
Nsun2,3,0.12049867377588852,0.9040881301648834,0.6666666666666666,0,0.06582804539131597,-0.11548363065776357,0.1096415541650444,0.20332621266666706,0.5669094789740349,0.17693093086215134,0.7004937889067016,0.9999814863457843
Lpxn,3,-0.12038385113024525,0.9041790832953573,0.6666666666666666,0,-0.023009529191811817,0.013951384506523112,0.10502780891804142,-0.18800778099999998,0.9263573712762776,0.7128628696792874,0.43083303283228225,0.9999814863457843
Pde9a,3,-0.1203733924672002,0.904187367857297,0.6666666666666666,0,0.05620752652043611,-0.17003855634564857,0.20704911757362332,0.13161201833333358,0.3777398374797833,0.27298880514594703,0.5181043799926858,0.9999814863457843
Zfp626,3,0.12036514997998495,0.904193896939689,0.6666666666666666,0,0.01701819372801235,-0.041930762593720416,0.29356016844442445,-0.20057482466666698,0.8922901951276997,0.19810494059096334,0.6354278320922139,0.9999814863457843
Tuft1,3,-0.1203532457464587,0.904203326595291,0.6666666666666666,0,-0.057486212325807494,0.0104037653075979,-0.17527933528502038,-0.007583066999999999,0.9786592616255357,0.758251015654521,0.9209887475515969,0.9999814863457843
Gm28453,2,-0.12026074448190842,0.9042765997333316,0.5,0,-0.007669161044306691,,0.0387260935780533,-0.054064415666666685,,0.5000000000000001,0.48020397783280283,0.9999814863457843
Gm43677,2,0.12022250721613198,0.9043068889028496,0.5,0,-0.02579528204430672,,0.0387260935780533,-0.09031665766666674,,0.5000000000000001,0.6924650780392869,0.9999814863457843
Tfpt,3,-0.12014791467848165,0.9043659768447815,0.6666666666666666,0,-0.02861501439680521,0.017862953477230548,-0.38613371366764593,0.28242571699999974,0.9357468702603204,0.10357265655924107,0.3859668783454252,0.9999814863457843
Terf1,3,0.12011096788060348,0.9043952441809803,0.6666666666666666,0,-0.033583841657563784,-0.13896563748326685,0.3781063341772417,-0.3398922216666662,0.7550877036398134,0.09046400006605378,0.6608564868908916,0.9999814863457843
Hist1h4i,3,0.12009057937952317,0.9044113949492404,0.6666666666666666,0,-0.18360726823606102,0.2556724780488624,-0.33395708875704555,-0.47253719399999994,0.3950890698554595,0.44745013715211535,0.3920702475380304,0.9999814863457843
H2al3,2,0.1199779278676764,0.9045006326516772,0.5,0,0.034153559,,0.0,0.068307118,,1.0,0.8769073760255545,0.9999814863457843
Vegfc,3,0.11995704979284692,0.9045171715007924,0.6666666666666666,0,-0.05152111281400229,-0.1547454323784967,0.060331579269823354,-0.06014948533333353,0.6823917673989681,0.11017765516726653,0.8739736418253781,0.9999814863457843
Polg2,3,0.11993444567570229,0.9045350777043517,0.6666666666666666,0,0.04704789797380642,-0.004604772708269422,0.148375335963022,-0.0026268693333333093,0.986780321418272,0.6361380102624513,0.9537333003220337,0.9999814863457843
D630003M21Rik,3,-0.11985577359217171,0.9045973993994356,0.6666666666666666,0,-0.040179300052196866,-0.05260821388455028,-0.13538605527204028,0.06745636899999996,0.8067669764687648,0.7839331406398644,0.6603218531131764,0.9999814863457843
Smim5,2,-0.11973963929902125,0.9046893986216322,0.5,0,-0.03732931187872146,-0.07948948412988921,0.004830860372446288,,0.8955418907118902,0.9945604182684026,,0.9999814863457843
Ankrd6,3,-0.11969901356306811,0.9047215818045016,0.6666666666666666,0,-0.250497949692518,-0.03367279208594631,0.2405857910083924,-0.9584068480000001,0.8835294628031956,0.17198512859068868,0.26982788773645355,0.9999814863457843
D630023F18Rik,3,0.11968966646158388,0.9047289864796193,0.6666666666666666,0,0.06864332199428007,-0.1863879284999319,0.2931404218161058,0.09917747266666632,0.48671373493960546,0.06400756852016985,0.819012088301116,0.9999814863457843
Luc7l3,3,0.1194726777809053,0.9049008849486981,0.6666666666666666,0,-0.18753579723079886,-0.255979824344962,0.24429577931922974,-0.5509233466666643,0.5687870507099407,0.051309231979514515,0.9105091615829445,0.9999814863457843
Bok,3,-0.1194538466410117,0.9049158031911351,0.6666666666666666,0,-0.10044172368108235,0.06946685193354263,-0.3028130546434564,-0.06797896833333328,0.7400387067171551,0.33164969017311674,0.8487996717518609,0.9999814863457843
Chrna10,2,-0.11935779168422038,0.9049918995385393,0.5,1,-0.0016324176369147472,,-0.07574880194049617,0.07248396666666668,,0.019844061059975278,0.08050531269867568,0.9999814863457843
Gm28455,3,0.11928935675466906,0.9050461153694879,0.6666666666666666,0,0.12997442781202295,-0.07067211951309549,0.26216508894916424,0.1984303140000001,0.7342798620661012,0.5933431243334989,0.5735798521829304,0.9999814863457843
Kif27,3,-0.11928030593554377,0.905053285683698,0.6666666666666666,0,-0.12632975124633816,-0.05491059009770094,0.21096066135868607,-0.5350393249999996,0.9067472270944693,0.4737474619608202,0.5265647370358187,0.9999814863457843
Arxes2,3,0.1192626554611275,0.9050672689096702,0.6666666666666666,0,0.07430610980849768,-0.054920250559233,0.06782564831805793,0.21001293166666812,0.7916849056912707,0.354643768215701,0.931320133864484,0.9999814863457843
Lrr1,2,-0.11925537809590381,0.9050730342614264,0.5,0,-0.01686083021097335,,0.0387260935780533,-0.072447754,,0.5000000000000001,0.48101151304721296,0.9999814863457843
Calr3,3,-0.11919517061756367,0.9051207326628262,0.6666666666666666,0,-0.015917709301729237,-0.20612830490470824,-0.003026693667146141,0.16140187066666667,0.5248693925987252,0.9900795879038514,0.2974917095940842,0.9999814863457843
Fv1,3,-0.11919360174069218,0.905121975584742,0.6666666666666666,0,0.2800559427749616,-0.07943717976951525,-0.15338057557226525,1.0729855836666653,0.7565743466170173,0.5926603912990958,0.42945212391249665,0.9999814863457843
C1qtnf12,2,0.11919286697424575,0.9051225576938043,0.5,0,0.018647183970758208,,-0.0658362557251504,0.10313062366666681,,0.782445438492267,0.7044357806745783,0.9999814863457843
Gmpr2,3,-0.11915093277002034,0.9051557796005579,0.6666666666666666,0,-0.06637393034811723,-0.0648102162484232,0.1889417818707395,-0.323253356666668,0.7869626253426378,0.5215074676018355,0.8005249093346413,0.9999814863457843
Pgam1-ps2,3,-0.11909541387821318,0.9051997640802654,0.6666666666666666,0,0.5837182687289739,-0.03200066738852669,-0.3259633910912174,2.109118864666666,0.5965173998693806,0.5400443430059918,0.1899767960740733,0.9999814863457843
Gm37132,2,-0.11908899104817576,0.9052048525442171,0.5,0,-0.3417943265507425,,0.2757151612318467,-0.9593038143333317,,0.5969473075647305,0.5582095779327041,0.9999814863457843
Gm42940,3,-0.11899759448270249,0.9052772615655093,0.6666666666666666,0,-0.036693405259172716,-0.3104632489495671,0.2706857595053823,-0.07030272633333334,0.5582867312317163,0.16807360602729923,0.842750858928322,0.9999814863457843
Suox,3,-0.11888071076145142,0.9053698639591838,0.6666666666666666,0,-0.042317938469863314,0.014402394931360973,-0.021935433340950716,-0.1194207770000002,0.9312960002404115,0.7156915669255591,0.86243144576614,0.9999814863457843
Gm4707,2,-0.11885926868159052,0.9053868518188226,1.0,0,-0.015554548111693198,,-0.001393656223386469,-0.029715439999999926,,0.9881206924409093,0.8876410117821198,0.9999814863457843
Ccnk,3,-0.11883168701429878,0.9054087039367463,0.6666666666666666,0,0.15353119489481357,0.0050547145639701085,-0.26247750987952934,0.7180163799999999,0.9779326546381037,0.31650474745104207,0.638927011881398,0.9999814863457843
Tmem69,3,0.11881770954950507,0.9054197778852481,0.6666666666666666,0,0.07538954628289951,0.05271252871489995,0.6486467258004653,-0.47519061566666676,0.7969798851064582,0.14946950512217305,0.15520449146687962,0.9999814863457843
Eno3,3,-0.11878834750370158,0.9054430406603714,0.6666666666666666,0,-0.03402329738656943,-0.09222361444097071,-0.05794235438540429,0.04809607666666671,0.8211647483933125,0.8713090280165315,0.7551522551735321,0.9999814863457843
Timm29,2,0.11878767142652846,0.9054435762994549,0.5,0,0.30009661087081163,,-0.04106387459171046,0.6412570963333337,,0.6965477474598356,0.6370870234443061,0.9999814863457843
Usp25,3,-0.11872591533413711,0.9054925042927182,0.6666666666666666,0,0.03393598349850476,-0.12867387552059206,0.1946230893494416,0.035858736666664726,0.587680279572345,0.3184661888966435,0.981400036217971,0.9999814863457843
Gm38245,3,0.11872173177682419,0.9054958188461084,0.6666666666666666,0,0.06243036150073511,-0.022399011849205674,-0.062432112981922305,0.2721222093333333,0.9692604889106451,0.7193718086197828,0.5064392528242546,0.9999814863457843
Tcaf1,3,-0.11870250909222967,0.9055110486369652,0.6666666666666666,0,-1.3259335035805346,-0.08168905155548067,0.08697915414720825,-3.9830906133333315,0.7816245676604836,0.1531863081599146,0.3788733780689548,0.9999814863457843
Edaradd,3,-0.11867046038258934,0.905536440336438,0.6666666666666666,0,0.01345198748207198,-0.4579596750363004,0.459838061149183,0.03847757633333334,0.12963516784231408,0.09914434119800103,0.12907630598882255,0.9999814863457843
Gm44708,2,-0.11864733364554891,0.9055547633543021,0.5,0,-0.28247689492568495,,0.030689723481964054,-0.595643513333334,,0.8211811022692646,0.7355722373412651,0.9999814863457843
Gm37018,2,-0.11858419890518151,0.9056047844572692,1.0,0,-0.06053333379575747,,-0.0014411769248479922,-0.11962549066666694,,0.9881001727554012,0.8879381349285187,0.9999814863457843
Gm37607,3,0.11852707669899018,0.9056500422046659,0.6666666666666666,0,-0.08310305270753826,-0.25676129172495354,0.186943165269005,-0.17949103166666625,0.66982182450651,0.11016218236456171,0.8994258776935378,0.9999814863457843
Mmd2,3,-0.11838280484831157,0.9057643497099601,0.6666666666666666,0,-0.1633018123657027,-0.008857838527239537,0.06259116309679946,-0.543638761666668,0.9231764826645582,0.5349357067207609,0.5512667391726503,0.9999814863457843
Slc38a9,3,0.11834301345251474,0.9057958770296303,0.6666666666666666,0,-0.04771838136357894,0.019852976591845817,0.13762621865075175,-0.3006343393333344,0.9477197281964943,0.28382939223380055,0.4704779770107402,0.9999814863457843
Stra6,3,-0.11830341535333284,0.9058272513448771,0.6666666666666666,0,0.04210599833477608,-0.14755794559892266,0.1562054329365843,0.11767050766666662,0.42377757883171324,0.5539821174240782,0.37233705248983895,0.9999814863457843
Gm42467,2,-0.11829365199878761,0.9058349870560392,0.5,0,-0.08965523804341247,,0.0325469222465089,-0.21185739833333384,,0.8126018536548827,0.7291293237190766,0.9999814863457843
Sv2b,3,0.11822935942372771,0.90588592763864,0.6666666666666666,0,2.2159609048110265,-0.0860229293993946,0.03068554383247779,6.703220099999996,0.6424940110713,0.8053503359399808,0.2915474198392592,0.9999814863457843
Gm6569,2,0.11819173615959723,0.905915737652315,0.5,0,0.02024981628600958,0.21894410139670972,-0.17844446882469056,,0.5610043438284306,0.2466694229895468,,0.9999814863457843
Cdc42ep2,3,-0.11818553664333709,0.9059206497232746,0.6666666666666666,0,0.16743799521194616,-0.11587382327507889,0.20427266124425092,0.4139151476666665,0.3843182550610334,0.6742411761466756,0.2386827842996629,0.9999814863457843
Atp2a3,3,-0.11818214531637689,0.9059233367793961,0.6666666666666666,0,-0.028326932805179228,-0.2799108242147428,0.09744361479920505,0.09748641100000005,0.21109453191495245,0.23514761827735758,0.1788131982538573,0.9999814863457843
Zp3r,2,-0.11815089718856797,0.9059480957147489,1.0,0,-0.011680917084454602,,-0.0018257298355758844,-0.02153610433333332,,0.9841660665996569,0.8915621464218543,0.9999814863457843
Fam8a1,3,0.11815000864263944,0.9059487997407023,0.6666666666666666,0,0.12740451997808963,-0.08082425401921967,0.2361848806201552,0.22685293333333334,0.6991422443282234,0.1985616233518494,0.9647534919050048,0.9999814863457843
Sst,3,-0.11807582879041806,0.906007575287419,0.6666666666666666,0,0.9292185592309163,-0.016516608234587338,-0.02695612073932807,2.8311284066666644,0.833806910540377,0.8934593854480605,0.797252226561799,0.9999814863457843
Rnf180,3,-0.11804051474150414,0.9060355561459453,0.6666666666666666,0,-0.224562835896205,-0.10779840194508505,0.0738572412564702,-0.6397473470000001,0.6260162742262823,0.0956798284413285,0.5253778035959061,0.9999814863457843
Smim27,2,0.11797227438185501,0.9060896262845116,0.5,0,0.019031134048682702,,0.1714603164306988,-0.1333980483333334,,0.6173001652379267,0.7981934974672008,0.9999814863457843
Gm17733,2,0.11797006688253049,0.9060913754002997,0.5,0,0.12645731437332167,,-0.05456589192002337,0.3074805206666667,,0.3644633516124293,0.37197832822049587,0.9999814863457843
Rai14,3,0.11795482650158691,0.9061034511541007,0.6666666666666666,0,0.296672548929145,-0.2449441280579716,0.1401658358454072,0.9947959389999994,0.6058981527638148,0.7508763823372806,0.26971729777467485,0.9999814863457843
Tfpi,3,0.11789909768809519,0.9061476082030803,0.6666666666666666,0,0.09036167919120904,-0.09094772773157356,0.3794198446385342,-0.0173870793333335,0.8523762501260462,0.2603060729186905,0.8080521080793545,0.9999814863457843
Parm1,3,0.11778293285944406,0.906239653012146,0.6666666666666666,0,-0.09897570009136676,0.07864448628722265,-0.051919376561322395,-0.32365221000000055,0.6420446037183579,0.5818291424872497,0.8184951667138497,0.9999814863457843
Kcnf1,3,0.11778157793398303,0.9062407266135125,0.6666666666666666,0,-0.2007259240877719,0.11510992096321537,-0.4102280998931995,-0.30705959333333155,0.4195329443748141,0.1229661853871261,0.8946018769747079,0.9999814863457843
Stat2,3,-0.11772558191836342,0.906285096288175,0.6666666666666666,0,0.015258286900145634,-0.0690646999215776,0.002626689288682371,0.11221287133333213,0.825217189000588,0.9838065220965739,0.8769989391583629,0.9999814863457843
Gm14246,3,-0.11766562592028447,0.9063326040662909,0.6666666666666666,0,-0.0045308936856288855,0.0967920887003042,-0.03309929542385759,-0.07728547433333327,0.8264089679711439,0.6870643569745236,0.6775339466597228,0.9999814863457843
Osbpl9,3,0.11756177101451747,0.9064148971399157,0.6666666666666666,0,0.028281997934199648,-0.14492395731222807,0.25194492344816055,-0.022174972333333542,0.6600429539019472,0.11974981669443636,0.9467964516695351,0.9999814863457843
Gm43593,3,0.11755601848489763,0.9064194553877027,0.6666666666666666,0,0.12292975089126834,0.08804553248483904,-0.2155266414776995,0.4962703616666655,0.7581259332234029,0.43906218027318666,0.7804709400334663,0.9999814863457843
Hgh1,3,0.11751117136244653,0.9064549919113013,0.6666666666666666,0,0.0936009652493532,-0.03231701243851948,-0.2972164271467541,0.6103363353333332,0.8173621720101844,0.21842691495291378,0.07615243077149902,0.9999814863457843
Garnl3,3,-0.11745552391697965,0.906499086790239,0.6666666666666666,0,-0.11644514161173387,0.004231533313509672,-0.0021638328153779085,-0.3514031253333334,0.9901840371389333,0.9867947884974428,0.7643277706514754,0.9999814863457843
Ank1,3,0.11742172039454345,0.9065258727468593,0.6666666666666666,0,-0.00918696489335217,0.08021200220810165,-0.2426960522214916,0.13492315533333343,0.5726998846898989,0.113428652463089,0.6848263055937376,0.9999814863457843
Tfpi2,2,-0.11740026003605598,0.9065428780189506,1.0,0,-0.004469200457650979,,-0.004940149581968617,-0.003998251333333341,,0.9665096364240938,0.9066370394495809,0.9999814863457843
Diexf,3,0.11730976591970659,0.9066145863822221,0.6666666666666666,0,-0.0026085548287660596,0.006617609972304095,-0.128593235125269,0.11414996066666672,0.9686658588721997,0.22187592710674803,0.2289866173302472,0.9999814863457843
Ikzf5,3,-0.1172823435269661,0.906636316286692,0.6666666666666666,0,-0.1993031364510139,0.04428835855081914,0.47018308109613915,-1.112380849,0.8921946265632631,0.42706106676238037,0.22326495737284574,0.9999814863457843
Serinc3,3,0.11727918274296452,0.9066388209425854,0.6666666666666666,0,0.39350328137712837,-0.09233789444700058,0.19100146857838585,1.0818462699999998,0.6077222486706493,0.2869940510674297,0.6266163899815894,0.9999814863457843
